date,median_price,price_before,price_after,absolute_shift,score
2026-06-13,69.19,68.97999999999999,69.28,0.30000000000001137,1.2646701740186346
2026-06-14,69.29,68.99,69.28,0.29000000000000625,1.304015468321396
2026-06-15,69.15,68.995,69.28,0.2849999999999966,1.1476409937362553
2026-06-16,69.46,69.0,69.295,0.2950000000000017,1.0611987949098491
2026-06-17,69.4,69.0025,69.295,0.292500000000004,1.0960474841494838
2026-06-18,69.69,69.02250000000001,69.295,0.27249999999999375,1.0973058624320682
2026-06-19,69.19,69.095,69.295,0.20000000000000284,0.8053621008676028
2026-06-20,69.27,69.17,69.295,0.125,0.5916585609443888
2026-06-21,69.13,69.19,69.345,0.15500000000000114,0.6637845569452304
2026-06-22,69.29,69.19,69.42,0.23000000000000398,0.9695804667476431
2026-06-23,69.11500000000001,69.22999999999999,69.42,0.19000000000001194,0.854354962003749
2026-06-24,69.39,69.22999999999999,69.45,0.22000000000001307,0.9892531138990746
2026-06-25,69.26,69.28,69.46000000000001,0.18000000000000682,0.899321012635555
2026-06-26,69.3,69.28,69.505,0.22499999999999432,1.1673878529402084
2026-06-27,69.26,69.28,69.55000000000001,0.27000000000001023,1.1749193874754493
2026-06-28,69.47,69.28,69.58,0.29999999999999716,1.2263468354119331
2026-06-29,69.45,69.28,69.615,0.33499999999999375,1.221375159052175
2026-06-30,69.56,69.295,69.655,0.35999999999999943,1.2779824916398779
2026-07-01,69.68,69.295,69.75,0.4549999999999983,1.5344664778092263
2026-07-02,69.45,69.295,69.86,0.5649999999999977,1.5878636629345122
2026-07-03,69.22,69.295,69.92500000000001,0.6300000000000097,1.7344048100827685
2026-07-04,69.54,69.295,69.97,0.6749999999999972,1.5974781145497634
2026-07-05,69.6,69.345,70.10499999999999,0.7599999999999909,1.6019155537569285
2026-07-06,69.35,69.42,70.255,0.8349999999999937,1.7066660126150173
2026-07-07,69.63,69.42,70.305,0.8850000000000051,1.7302154264834555
2026-07-08,69.95,69.45,70.305,0.855000000000004,1.4417239983812082
2026-07-09,69.9,69.46000000000001,70.33,0.8699999999999903,1.3971594303443546
2026-07-10,69.99,69.505,70.33,0.8250000000000028,1.3739626581931135
2026-07-11,69.82,69.55000000000001,70.345,0.7949999999999875,1.3927796202178897
2026-07-12,70.35,69.58,70.35499999999999,0.7749999999999915,1.4724798270263666
2026-07-13,70.48,69.615,70.35,0.7349999999999994,1.7094852007424088
2026-07-14,70.29,69.655,70.35,0.6949999999999932,1.820470205189237
2026-07-15,70.36,69.75,70.35,0.5999999999999943,1.7406213147782277
2026-07-16,70.36,69.86,70.33,0.46999999999999886,1.8114894683084477
2026-07-17,70.505,69.92500000000001,70.33,0.4049999999999869,1.6555682278061434
2026-07-18,70.22,69.97,70.33,0.35999999999999943,1.4716162024943948
2026-07-19,70.32,70.10499999999999,70.355,0.2500000000000142,1.1629151025459519
2026-07-20,70.34,70.255,70.38,0.125,0.5814575512729143
2026-07-21,70.15,70.305,70.38,0.07499999999998863,0.34887453076371283
2026-07-22,70.39,70.305,70.38,0.07499999999998863,0.38912928431335364
2026-07-23,70.25,70.33,70.34,0.010000000000005116,0.053959260758152154
2026-07-24,70.63,70.33,70.405,0.07500000000000284,0.38912928431342736
2026-07-25,70.52,70.345,70.405,0.060000000000002274,0.3113034274507419
2026-07-26,70.31,70.35499999999999,70.405,0.05000000000001137,0.2594195228756674
2026-07-27,70.37,70.35,70.455,0.10500000000000398,0.5554629783925211
2026-07-28,70.27,70.35,70.47,0.12000000000000455,0.5886464809978268
2026-07-29,70.19,70.35,70.47,0.12000000000000455,0.6348148324485956
2026-07-30,70.51,70.33,70.47,0.14000000000000057,0.7406173045233365
2026-07-31,70.63,70.33,70.455,0.125,0.6485488071890211
2026-08-01,70.44,70.33,70.455,0.125,0.6245284809968238
2026-08-02,70.63,70.355,70.455,0.09999999999999432,0.5188390457511873
2026-08-03,70.18,70.38,70.35499999999999,-0.025000000000005684,-0.12490569619939315
2026-08-04,70.21,70.38,70.35499999999999,-0.025000000000005684,-0.12044477847799033
2026-08-05,70.19999999999999,70.38,70.35499999999999,-0.025000000000005684,-0.12044477847799033
2026-08-06,70.47,70.34,70.455,0.11499999999999488,0.5745662025170523
2026-08-07,70.52,70.405,70.455,0.04999999999999716,0.19837963514016177
2026-08-08,70.52,70.405,70.35499999999999,-0.05000000000001137,-0.2498113923987863
2026-08-09,70.47,70.405,70.305,-0.09999999999999432,-0.46516604101828224
2026-08-10,70.5,70.455,70.275,-0.1799999999999926,-0.8372988738329213
2026-08-11,70.44,70.47,70.275,-0.19499999999999318,-1.011736139214893
2026-08-12,70.27,70.47,70.275,-0.19499999999999318,-0.7736805770466478
2026-08-13,70.21,70.47,70.31,-0.1599999999999966,-0.6166772658071696
2026-08-14,70.63,70.455,70.41499999999999,-0.04000000000000625,-0.1541693164518198
2026-08-15,70.27,70.455,70.41499999999999,-0.04000000000000625,-0.14988683543926706
2026-08-16,70.04,70.455,70.49000000000001,0.0350000000000108,0.1180358829084389
2026-08-17,70.04,70.35499999999999,70.505,0.15000000000000568,0.5058680696074583
2026-08-18,70.21,70.35499999999999,70.505,0.15000000000000568,0.5188390457512461
2026-08-19,70.49,70.35499999999999,70.505,0.15000000000000568,0.5188390457512461
2026-08-20,70.49000000000001,70.455,70.505,0.04999999999999716,0.17294634858373228
2026-08-21,70.19,70.455,70.525,0.07000000000000739,0.23031391787009112
2026-08-22,70.34,70.35499999999999,70.525,0.17000000000001592,0.6198023195190838
2026-08-23,70.28,70.305,,,
2026-08-24,70.52,70.275,,,
2026-08-25,70.71,70.275,,,
2026-08-26,70.82,70.275,,,
2026-08-27,70.9,70.31,,,
2026-08-28,70.87,70.41499999999999,,,
2026-08-29,70.81,70.41499999999999,,,
2026-08-30,70.66,70.49000000000001,,,
2026-08-31,70.37,70.505,,,
