client_id,subscription_creation_date,car_count,april_2025_fines,may_2025_fines,jun_2025_fines,jul_2025_fines,aug_2025_fines,fines_last_6_month,fines_last_12_month,fines_last_24_month,fines_last_36_month,car_price_median,car_year_median,fines_apr_aug_2025,fines_recent_monthly_2025,fines_long_monthly_2025,fine_recent_vs_long_2025,cluster,cluster_label,cluster_id,fuel_tx_count_30d_pre,fuel_liters_30d_pre,fuel_spend_30d_pre,fuel_avg_liters_pre,fuel_active_days_30d_pre,fuel_weekend_share_pre,fuel_night_share_pre,fuel_small_fill_share_pre,fuel_large_fill_share_pre,fuel_avg_price_pre,fine_count_30d_pre,fine_amount_30d_pre,fine_speeding_share_pre,fine_regions_count_pre,fuel_tx_count_30d_post,fuel_liters_30d_post,fuel_spend_30d_post,fuel_avg_liters_post,fuel_active_days_30d_post,fuel_weekend_share_post,fuel_night_share_post,fuel_small_fill_share_post,fuel_large_fill_share_post,fuel_avg_price_post,fine_count_30d_post,fine_amount_30d_post,fine_speeding_share_post,fine_regions_count_post,eligible_comparison,fuel_tx_count_30d_delta,fuel_liters_30d_delta,fuel_spend_30d_delta,fuel_avg_liters_delta,fuel_avg_price_delta,fuel_active_days_30d_delta,fuel_weekend_share_delta,fuel_night_share_delta,fuel_small_fill_share_delta,fuel_large_fill_share_delta,fine_count_30d_delta,fine_amount_30d_delta,fine_speeding_share_delta,fine_regions_count_delta
0019f8e59d82c3cf2204d22e54e4912f,2026-03-29,1,0,0,0,0,0,2,2,2,2,3380000.0,2025.0,0,0.3333333333333333,0.05555555555555555,0.2777777777777778,2,"Кластер 2: новые автомобили, дорогой автопарк",2,2.8767123287671232,95.91780821917808,6541.889753424657,33.34285714285714,2.054794520547945,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.42857142857142855,68.20307797772065,0.0,0.0,,0.0,0.9782608695652174,42.652173913043484,3030.972260869565,43.6,0.9782608695652174,0.3333333333333333,0.0,0.0,0.0,71.06255045871558,0.0,0.0,,0.0,False,-1.898451459201906,-53.2656343061346,-3510.917492555092,10.25714285714286,2.859472480994924,-1.0765336509827277,0.19047619047619047,-0.14285714285714285,-0.14285714285714285,-0.42857142857142855,0.0,0.0,,0.0
001bd03ac19ce89dbd48631567889e80,2026-04-17,1,0,0,0,0,0,7,7,7,7,1991749.0,2017.0,0,1.1666666666666667,0.19444444444444445,0.9722222222222223,1,"Кластер 1: возрастные автомобили, доступный автопарк",1,4.931506849315069,89.35890410958903,5621.675095890411,18.12,4.931506849315069,0.4166666666666667,0.0,0.75,0.0,62.91119113318617,0.821917808219178,924.6575342465753,0.5,1.0,2.9347826086956523,74.48804347826088,4766.934260869565,25.38111111111111,2.9347826086956523,0.5555555555555556,0.0,0.1111111111111111,0.0,63.99596550365538,1.6304347826086958,1711.9565217391305,0.6,2.0,False,-1.9967242406194163,-14.870860631328156,-854.7408350208461,7.261111111111109,1.084774370469205,-1.9967242406194163,0.1388888888888889,0.0,-0.6388888888888888,0.0,0.8085169743895178,787.2989874925552,0.09999999999999998,1.0
001d382fca556c026efb585d0f8de60b,2023-11-26,1,0,0,0,0,0,1,5,5,5,,2014.0,0,0.16666666666666666,0.1388888888888889,0.027777777777777762,2,"Кластер 2: новые автомобили, дорогой автопарк",2,1.643835616438356,108.16849315068494,7466.853904109588,65.80250000000001,1.643835616438356,0.0,0.0,0.0,0.75,69.02984119144408,0.0,0.0,,0.0,3.5869565217391304,132.71413043478262,9191.014923913044,36.99909090909091,3.2608695652173916,0.2727272727272727,0.45454545454545453,0.0,0.09090909090909091,69.25423007936313,0.0,0.0,,0.0,True,1.9431209053007743,24.54563728409768,1724.161019803456,-28.8034090909091,0.22438888791904787,1.6170339487790355,0.2727272727272727,0.45454545454545453,0.0,-0.6590909090909091,0.0,0.0,,0.0
001efe475c3124ac8c01f9a570a72195,2023-11-30,1,3,0,0,2,0,4,11,11,12,1178109.0,2013.0,5,0.6666666666666666,0.3333333333333333,0.3333333333333333,1,"Кластер 1: возрастные автомобили, доступный автопарк",1,2.054794520547945,57.85479452054794,3475.721917808219,28.156,2.054794520547945,0.8,0.0,0.2,0.0,60.07664440971729,0.0,0.0,,0.0,4.891304347826087,112.58804347826087,7312.6543369565225,23.017999999999997,4.891304347826087,0.26666666666666666,0.06666666666666667,0.26666666666666666,0.0,64.95054102586383,1.3043478260869565,978.2608695652174,1.0,2.0,True,2.836509827278142,54.73324895771293,3836.9324191483033,-5.138000000000002,4.8738966161465385,2.836509827278142,-0.5333333333333334,0.06666666666666667,0.06666666666666665,0.0,1.3043478260869565,978.2608695652174,,2.0
0021f518b6f585c14828ee09c3552849,2023-08-26,1,0,0,0,0,0,0,3,3,3,1045000.0,2008.0,0,0.0,0.08333333333333333,-0.08333333333333333,1,"Кластер 1: возрастные автомобили, доступный автопарк",1,1.643835616438356,62.56027397260273,3872.223698630136,38.0575,1.643835616438356,0.0,0.5,0.0,0.0,61.89588780135321,0.0,0.0,,0.0,3.2608695652173916,114.93586956521739,7159.66072826087,35.247,3.2608695652173916,0.3,0.6,0.1,0.1,62.29265724742532,0.0,0.0,,0.0,True,1.6170339487790355,52.37559559261466,3287.4370296307343,-2.8104999999999976,0.3967694460721063,1.6170339487790355,0.3,0.09999999999999998,0.1,0.1,0.0,0.0,,0.0
0023f77bc1b303d618e5078e2a60fd5d,2022-06-24,1,0,0,0,0,0,1,1,2,4,2030628.0,2021.0,0,0.16666666666666666,0.1111111111111111,0.05555555555555555,1,"Кластер 1: возрастные автомобили, доступный автопарк",1,4.931506849315069,122.4945205479452,7811.009547945205,24.839166666666667,4.520547945205479,0.08333333333333333,0.0,0.08333333333333333,0.0,63.76619552454122,0.0,0.0,,0.0,3.2608695652173916,112.875,7365.385956521739,34.614999999999995,3.2608695652173916,0.1,0.1,0.0,0.0,65.25258876209736,0.32608695652173914,244.56521739130434,1.0,1.0,True,-1.670637284097677,-9.6195205479452,-445.62359142346577,9.775833333333328,1.4863932375561433,-1.2596783799880873,0.016666666666666677,0.1,-0.08333333333333333,0.0,0.32608695652173914,244.56521739130434,,1.0
0024d63c7c23bb6e6c7637047188b053,2025-12-01,1,0,0,0,0,0,4,9,9,9,2784833.0,2022.0,0,0.6666666666666666,0.25,0.41666666666666663,2,"Кластер 2: новые автомобили, дорогой автопарк",2,2.4657534246575343,93.9945205479452,5816.56602739726,38.12,2.4657534246575343,0.16666666666666666,0.0,0.0,0.0,61.881969220006994,0.0,0.0,,0.0,0.32608695652173914,11.615217391304347,733.3848260869565,35.62,0.32608695652173914,0.0,0.0,0.0,0.0,63.14000000000001,0.0,0.0,,0.0,True,-2.139666468135795,-82.37930315664086,-5083.181201310304,-2.5,1.258030779993014,-2.139666468135795,-0.16666666666666666,0.0,0.0,0.0,0.0,0.0,,0.0
00259fdf67f9dd585984c4ec077e548a,2025-05-04,1,0,1,0,0,0,12,17,17,17,2366667.0,2021.0,1,2.0,0.4722222222222222,1.5277777777777777,2,"Кластер 2: новые автомобили, дорогой автопарк",2,4.520547945205479,137.01369863013696,9132.82010958904,30.30909090909091,4.520547945205479,0.2727272727272727,0.0,0.2727272727272727,0.0,66.65625554889023,0.410958904109589,308.2191780821918,1.0,1.0,2.282608695652174,75.53804347826087,4993.442999999999,33.09285714285714,2.282608695652174,0.42857142857142855,0.0,0.2857142857142857,0.0,66.10500841787179,1.9565217391304348,2201.086956521739,0.5,1.0,True,-2.237939249553305,-61.47565515187608,-4139.377109589041,2.783766233766233,-0.5512471310184424,-2.237939249553305,0.15584415584415584,0.0,0.012987012987012991,0.0,1.5455628350208457,1892.8677784395472,-0.5,0.0
0026266890a085ee2a80184468f2c627,2026-09-10,1,0,0,0,0,0,2,4,4,8,1338577.0,2015.0,0,0.3333333333333333,0.2222222222222222,0.1111111111111111,1,"Кластер 1: возрастные автомобили, доступный автопарк",1,1.643835616438356,63.12328767123287,4354.545164383561,38.4,1.643835616438356,0.25,0.5,0.0,0.0,68.98476497395833,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,0.0,False,-1.643835616438356,-63.12328767123287,-4354.545164383561,,,-1.643835616438356,,,,,0.0,0.0,,0.0
002b5b19c361112c5e55b2ae6349a78a,2025-08-02,1,0,0,0,0,0,0,1,1,1,4569983.0,2017.0,0,0.0,0.027777777777777776,-0.027777777777777776,2,"Кластер 2: новые автомобили, дорогой автопарк",2,2.8767123287671232,181.95616438356163,12937.190753424657,63.25142857142857,2.4657534246575343,0.42857142857142855,0.0,0.0,1.0,71.10059061342487,0.0,0.0,,0.0,5.543478260869565,187.42499999999998,14112.885163043478,33.81,3.9130434782608696,0.058823529411764705,0.35294117647058826,0.29411764705882354,0.17647058823529413,75.2988404057275,0.0,0.0,,0.0,True,2.666765932102442,5.468835616438355,1175.6944096188217,-29.441428571428567,4.198249792302633,1.4472900536033353,-0.36974789915966383,0.35294117647058826,0.29411764705882354,-0.8235294117647058,0.0,0.0,,0.0
002bd011c814b52db526509ff5e1f1c7,2018-12-07,1,2,2,1,2,4,2,22,26,52,1734647.0,2014.0,11,0.3333333333333333,1.4444444444444444,-1.1111111111111112,1,"Кластер 1: возрастные автомобили, доступный автопарк",1,5.7534246575342465,156.12328767123284,11298.57604109589,27.135714285714283,5.7534246575342465,0.5,0.07142857142857142,0.14285714285714285,0.0,72.3695754145828,0.0,0.0,,0.0,2.282608695652174,56.49782608695652,4586.171086956521,24.75142857142857,2.282608695652174,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.0,81.17429297010274,0.0,0.0,,0.0,True,-3.4708159618820726,-99.62546158427632,-6712.404954139369,-2.3842857142857135,8.804717555519943,-3.4708159618820726,0.0714285714285714,0.07142857142857142,0.0,0.0,0.0,0.0,,0.0
002c75ad7788cbe89590bee8f41a3c65,2020-12-08,1,0,0,1,0,0,1,3,4,6,1133997.0,2012.0,1,0.16666666666666666,0.16666666666666666,0.0,1,"Кластер 1: возрастные автомобили, доступный автопарк",1,4.520547945205479,178.65616438356162,12495.871068493148,39.520909090909086,4.520547945205479,0.6363636363636364,0.09090909090909091,0.0,0.18181818181818182,69.94368826628022,0.0,0.0,,0.0,4.891304347826087,174.55434782608694,12545.97247826087,35.68666666666666,4.239130434782608,0.6,0.13333333333333333,0.06666666666666667,0.06666666666666667,71.87430524939288,0.0,0.0,,0.0,True,0.37075640262060805,-4.101816557474677,50.101409767721634,-3.834242424242426,1.9306169831126567,-0.28141751042287044,-0.036363636363636376,0.04242424242424242,0.06666666666666667,-0.11515151515151516,0.0,0.0,,0.0
002dc4455bcd9e2c288ec51e2ee1c10f,2023-11-01,1,0,0,0,0,2,5,8,8,10,1008750.0,2019.0,2,0.8333333333333334,0.2777777777777778,0.5555555555555556,1,"Кластер 1: возрастные автомобили, доступный автопарк",1,4.931506849315069,174.27945205479452,12014.435835616438,35.339999999999996,4.931506849315069,0.25,0.25,0.0,0.0,68.93776457272212,0.821917808219178,924.6575342465753,0.5,1.0,2.608695652173913,93.30978260869564,6624.320576086957,35.76875,2.282608695652174,0.375,0.0,0.0,0.0,70.99277686528045,0.6521739130434783,733.695652173913,1.0,1.0,True,-2.3228111971411556,-80.96966944609888,-5390.115259529481,0.42875000000000085,2.055012292558331,-2.648898153662895,0.125,-0.25,0.0,0.0,-0.16974389517569977,-190.96188207266232,0.5,0.0
00374ae9493885c5b9f553620946849f,2026-03-06,3,0,0,0,0,0,0,2,2,26,1780333.5,2011.0,0,0.0,0.7222222222222222,-0.7222222222222222,3,"Кластер 3: несколько автомобилей, дорогой автопарк",3,2.8767123287671232,128.6095890410959,9001.691547945205,44.707142857142856,2.4657534246575343,0.2857142857142857,0.0,0.0,0.42857142857142855,69.99238248921553,0.0,0.0,,0.0,1.9565217391304348,52.32717391304348,3750.501293478261,26.745,1.9565217391304348,0.3333333333333333,0.3333333333333333,0.0,0.0,71.67406555742507,0.0,0.0,,0.0,True,-0.9201905896366884,-76.2824151280524,-5251.190254466945,-17.962142857142855,1.6816830682095372,-0.5092316855270995,0.047619047619047616,0.3333333333333333,0.0,-0.42857142857142855,0.0,0.0,,0.0
00393890ba60ba496e34d573ca10d464,2024-07-14,1,1,1,0,1,1,2,8,13,15,1515321.0,2012.0,4,0.3333333333333333,0.4166666666666667,-0.08333333333333337,1,"Кластер 1: возрастные автомобили, доступный автопарк",1,4.520547945205479,114.9945205479452,7391.830273972602,25.438181818181818,4.520547945205479,0.09090909090909091,0.0,0.0,0.0,64.27984775927382,0.0,0.0,,0.0,0.6521739130434783,26.18804347826087,1745.8262608695652,40.155,0.6521739130434783,0.0,0.0,0.0,0.0,66.66501307433694,0.32608695652173914,244.56521739130434,1.0,1.0,True,-3.8683740321620004,-88.80647706968433,-5646.004013103037,14.716818181818184,2.3851653150631194,-3.8683740321620004,-0.09090909090909091,0.0,0.0,0.0,0.32608695652173914,244.56521739130434,,1.0
003963b051acbe3a022d96bf86fc48f4,2021-08-23,1,0,1,1,3,3,16,36,47,57,950625.0,2004.0,8,2.6666666666666665,1.5833333333333333,1.0833333333333333,1,"Кластер 1: возрастные автомобили, доступный автопарк",1,4.10958904109589,233.35068493150686,15501.041917808217,56.782000000000004,3.698630136986301,0.3,0.1,0.1,0.9,66.42809693212637,2.054794520547945,1541.0958904109589,0.8,1.0,0.6521739130434783,38.57282608695652,2799.468586956522,59.144999999999996,0.6521739130434783,0.5,0.0,0.0,1.0,72.57618564544764,1.9565217391304348,1711.9565217391305,0.8333333333333334,1.0,True,-3.4574151280524115,-194.77785884455034,-12701.573330851696,2.3629999999999924,6.148088713321272,-3.0464562239428226,0.2,-0.1,-0.1,0.09999999999999998,-0.09827278141751017,170.86063132817162,0.033333333333333326,0.0
003d4b2acdb3fb20900a5e7aac409e31,2025-04-18,1,0,0,0,1,0,1,4,4,4,1764813.0,2012.0,1,0.16666666666666666,0.1111111111111111,0.05555555555555555,1,"Кластер 1: возрастные автомобили, доступный автопарк",1,2.4657534246575343,65.03424657534246,4494.727890410958,26.375,2.054794520547945,1.0,0.0,0.0,0.0,69.11324612954186,0.0,0.0,,0.0,1.9565217391304348,58.173913043478265,4069.425554347826,29.733333333333334,1.9565217391304348,0.3333333333333333,0.16666666666666666,0.0,0.0,69.95275616591928,0.32608695652173914,244.56521739130434,1.0,1.0,True,-0.5092316855270995,-6.8603335318642,-425.30233606313186,3.3583333333333343,0.839510036377419,-0.09827278141751017,-0.6666666666666667,0.16666666666666666,0.0,0.0,0.32608695652173914,244.56521739130434,,1.0
003dd20e0f1d373b4b1509005e11be0a,2023-01-11,1,3,3,3,4,2,25,66,84,167,955000.0,2007.0,15,4.166666666666667,4.638888888888889,-0.4722222222222223,1,"Кластер 1: возрастные автомобили, доступный автопарк",1,3.287671232876712,104.14931506849315,7190.850657534246,31.67875,3.287671232876712,0.25,0.125,0.0,0.0,69.04366728485184,0.410958904109589,308.2191780821918,0.0,1.0,0.6521739130434783,15.02608695652174,1074.3652173913042,23.04,0.32608695652173914,0.0,0.0,0.5,0.0,71.49999999999999,1.9565217391304348,1630.4347826086957,1.0,3.0,True,-2.6354973198332337,-89.12322811197141,-6116.485440142942,-8.638750000000002,2.45633271514815,-2.961584276354973,-0.25,-0.125,0.5,0.0,1.5455628350208457,1322.215604526504,1.0,2.0
003e48c8e72415541950dfcb173e49fc,2026-06-15,1,0,0,0,0,0,2,2,2,4,945000.0,2009.0,0,0.3333333333333333,0.1111111111111111,0.2222222222222222,0,"Кластер 0: низкая топливная активность, один автомобиль",0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,0.0,1.6304347826086958,72.14673913043478,4730.401760869565,44.25,1.6304347826086958,0.6,0.6,0.0,0.0,65.56639728813559,0.32608695652173914,244.56521739130434,1.0,1.0,False,1.6304347826086958,72.14673913043478,4730.401760869565,,,1.6304347826086958,,,,,0.32608695652173914,244.56521739130434,,1.0
00469abd7e545537d8dc98385a5c4626,2025-06-08,1,0,0,0,1,0,0,1,1,1,1284649.0,2019.0,1,0.0,0.027777777777777776,-0.027777777777777776,1,"Кластер 1: возрастные автомобили, доступный автопарк",1,0.410958904109589,16.446575342465753,1119.8473150684933,40.02,0.410958904109589,0.0,0.0,0.0,0.0,68.09,0.0,0.0,,0.0,1.6304347826086958,48.94239130434783,3410.172782608696,30.018,1.6304347826086958,0.0,0.0,0.0,0.0,69.67728163102139,0.0,0.0,,0.0,True,1.2194758784991069,32.49581596188207,2290.325467540202,-10.002000000000002,1.5872816310213835,1.2194758784991069,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
0046d4544114f44dfc97a404dc23d7f9,2021-08-28,1,0,1,1,1,0,9,14,14,19,1495000.0,2010.0,3,1.5,0.5277777777777778,0.9722222222222222,1,"Кластер 1: возрастные автомобили, доступный автопарк",1,2.054794520547945,76.45068493150684,5105.839931506849,37.206,2.054794520547945,0.2,0.2,0.0,0.0,66.78605870020965,0.821917808219178,924.6575342465753,1.0,2.0,4.891304347826087,159.81847826086954,10789.741989130434,32.674,3.9130434782608696,0.5333333333333333,0.06666666666666667,0.06666666666666667,0.0,67.5124810756769,0.6521739130434783,978.2608695652174,0.5,1.0,True,2.836509827278142,83.3677933293627,5683.902057623585,-4.532000000000004,0.7264223754672514,1.8582489577129246,0.3333333333333333,-0.13333333333333336,0.06666666666666667,0.0,-0.16974389517569977,53.60333531864205,-0.5,-1.0
00479fb3afdd783a0dbddcffe5062ece,2023-10-12,1,1,0,0,1,0,2,5,5,6,1876047.0,2020.0,2,0.3333333333333333,0.16666666666666666,0.16666666666666666,2,"Кластер 2: новые автомобили, дорогой автопарк",2,2.4657534246575343,69.09863013698629,4625.115205479452,28.02333333333333,2.4657534246575343,0.3333333333333333,0.0,0.0,0.0,66.93497680504342,0.821917808219178,616.4383561643835,1.0,2.0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,0.0,True,-2.4657534246575343,-69.09863013698629,-4625.115205479452,,,-2.4657534246575343,,,,,-0.821917808219178,-616.4383561643835,,-2.0
004a7791475c79c433ea8cac910c0dac,2026-07-14,1,0,2,2,0,0,2,8,8,8,1705000.0,2023.0,4,0.3333333333333333,0.2222222222222222,0.1111111111111111,2,"Кластер 2: новые автомобили, дорогой автопарк",2,1.643835616438356,29.564383561643833,1958.0456712328769,17.985,1.643835616438356,0.25,0.0,0.5,0.0,66.22988323603003,0.0,0.0,,0.0,1.6304347826086958,35.16195652173913,2351.628652173913,21.566,1.6304347826086958,0.4,0.0,0.2,0.0,66.87991468051563,0.32608695652173914,244.56521739130434,1.0,1.0,False,-0.013400833829660286,5.597572960095295,393.5829809410361,3.5809999999999995,0.6500314444855917,-0.013400833829660286,0.15000000000000002,0.0,-0.3,0.0,0.32608695652173914,244.56521739130434,,1.0
