client_id,subscription_creation_date,car_count,april_2025_fines,may_2025_fines,jun_2025_fines,jul_2025_fines,aug_2025_fines,fines_last_6_month,fines_last_12_month,fines_last_24_month,fines_last_36_month,car_price_median,car_year_median,fines_apr_aug_2025,fines_recent_monthly_2025,fines_long_monthly_2025,fine_recent_vs_long_2025,cluster,cluster_label,cluster_id
0019f8e59d82c3cf2204d22e54e4912f,2026-03-29,1,0,0,0,0,0,2,2,2,2,3380000.0,2025.0,0,0.3333333333333333,0.05555555555555555,0.2777777777777778,2,"Кластер 2: новые автомобили, дорогой автопарк",2
001bd03ac19ce89dbd48631567889e80,2026-04-17,1,0,0,0,0,0,7,7,7,7,1991749.0,2017.0,0,1.1666666666666667,0.19444444444444445,0.9722222222222223,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
001d382fca556c026efb585d0f8de60b,2023-11-26,1,0,0,0,0,0,1,5,5,5,,2014.0,0,0.16666666666666666,0.1388888888888889,0.027777777777777762,2,"Кластер 2: новые автомобили, дорогой автопарк",2
001efe475c3124ac8c01f9a570a72195,2023-11-30,1,3,0,0,2,0,4,11,11,12,1178109.0,2013.0,5,0.6666666666666666,0.3333333333333333,0.3333333333333333,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
0021f518b6f585c14828ee09c3552849,2023-08-26,1,0,0,0,0,0,0,3,3,3,1045000.0,2008.0,0,0.0,0.08333333333333333,-0.08333333333333333,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
0023f77bc1b303d618e5078e2a60fd5d,2022-06-24,1,0,0,0,0,0,1,1,2,4,2030628.0,2021.0,0,0.16666666666666666,0.1111111111111111,0.05555555555555555,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
0024d63c7c23bb6e6c7637047188b053,2025-12-01,1,0,0,0,0,0,4,9,9,9,2784833.0,2022.0,0,0.6666666666666666,0.25,0.41666666666666663,2,"Кластер 2: новые автомобили, дорогой автопарк",2
00259fdf67f9dd585984c4ec077e548a,2025-05-04,1,0,1,0,0,0,12,17,17,17,2366667.0,2021.0,1,2.0,0.4722222222222222,1.5277777777777777,2,"Кластер 2: новые автомобили, дорогой автопарк",2
0026266890a085ee2a80184468f2c627,2026-09-10,1,0,0,0,0,0,2,4,4,8,1338577.0,2015.0,0,0.3333333333333333,0.2222222222222222,0.1111111111111111,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
002b5b19c361112c5e55b2ae6349a78a,2025-08-02,1,0,0,0,0,0,0,1,1,1,4569983.0,2017.0,0,0.0,0.027777777777777776,-0.027777777777777776,2,"Кластер 2: новые автомобили, дорогой автопарк",2
002bd011c814b52db526509ff5e1f1c7,2018-12-07,1,2,2,1,2,4,2,22,26,52,1734647.0,2014.0,11,0.3333333333333333,1.4444444444444444,-1.1111111111111112,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
002c75ad7788cbe89590bee8f41a3c65,2020-12-08,1,0,0,1,0,0,1,3,4,6,1133997.0,2012.0,1,0.16666666666666666,0.16666666666666666,0.0,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
002dc4455bcd9e2c288ec51e2ee1c10f,2023-11-01,1,0,0,0,0,2,5,8,8,10,1008750.0,2019.0,2,0.8333333333333334,0.2777777777777778,0.5555555555555556,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
00374ae9493885c5b9f553620946849f,2026-03-06,3,0,0,0,0,0,0,2,2,26,1780333.5,2011.0,0,0.0,0.7222222222222222,-0.7222222222222222,3,"Кластер 3: несколько автомобилей, дорогой автопарк",3
00393890ba60ba496e34d573ca10d464,2024-07-14,1,1,1,0,1,1,2,8,13,15,1515321.0,2012.0,4,0.3333333333333333,0.4166666666666667,-0.08333333333333337,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
003963b051acbe3a022d96bf86fc48f4,2021-08-23,1,0,1,1,3,3,16,36,47,57,950625.0,2004.0,8,2.6666666666666665,1.5833333333333333,1.0833333333333333,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
003d4b2acdb3fb20900a5e7aac409e31,2025-04-18,1,0,0,0,1,0,1,4,4,4,1764813.0,2012.0,1,0.16666666666666666,0.1111111111111111,0.05555555555555555,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
003dd20e0f1d373b4b1509005e11be0a,2023-01-11,1,3,3,3,4,2,25,66,84,167,955000.0,2007.0,15,4.166666666666667,4.638888888888889,-0.4722222222222223,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
003e48c8e72415541950dfcb173e49fc,2026-06-15,1,0,0,0,0,0,2,2,2,4,945000.0,2009.0,0,0.3333333333333333,0.1111111111111111,0.2222222222222222,0,"Кластер 0: низкая топливная активность, один автомобиль",0
00469abd7e545537d8dc98385a5c4626,2025-06-08,1,0,0,0,1,0,0,1,1,1,1284649.0,2019.0,1,0.0,0.027777777777777776,-0.027777777777777776,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
0046d4544114f44dfc97a404dc23d7f9,2021-08-28,1,0,1,1,1,0,9,14,14,19,1495000.0,2010.0,3,1.5,0.5277777777777778,0.9722222222222222,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
00479fb3afdd783a0dbddcffe5062ece,2023-10-12,1,1,0,0,1,0,2,5,5,6,1876047.0,2020.0,2,0.3333333333333333,0.16666666666666666,0.16666666666666666,2,"Кластер 2: новые автомобили, дорогой автопарк",2
004a7791475c79c433ea8cac910c0dac,2026-07-14,1,0,2,2,0,0,2,8,8,8,1705000.0,2023.0,4,0.3333333333333333,0.2222222222222222,0.1111111111111111,2,"Кластер 2: новые автомобили, дорогой автопарк",2
004d02d91d0f4bdce4eed7411e951ded,2025-06-13,1,0,0,0,1,0,1,10,10,10,955000.0,2014.0,1,0.16666666666666666,0.2777777777777778,-0.11111111111111113,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
004dc2525ae3c058b6233f5e5bae3cca,2025-10-05,1,0,0,0,0,0,1,2,2,2,2481280.0,2016.0,0,0.16666666666666666,0.05555555555555555,0.1111111111111111,2,"Кластер 2: новые автомобили, дорогой автопарк",2
004ff7391e0a9ebae5119a1571607a69,2024-01-24,1,1,0,0,0,0,0,1,1,1,1558954.0,2013.0,1,0.0,0.027777777777777776,-0.027777777777777776,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
005209bb6af0748611703274e0e8a991,2020-08-18,1,3,2,2,0,1,2,13,17,24,3502000.0,2019.0,8,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0,"Кластер 0: низкая топливная активность, один автомобиль",0
00537d74d342bbbd836dc32974f75eb9,2023-11-15,1,1,1,1,1,3,0,15,17,37,1728000.0,2018.0,7,0.0,1.0277777777777777,-1.0277777777777777,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
005a8681bc643b3a50fe016b2e9cfd12,2024-05-05,1,0,0,0,2,0,1,5,5,5,847353.0,2006.0,2,0.16666666666666666,0.1388888888888889,0.027777777777777762,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
005ae704f2625b03e461351f0813930f,2025-07-08,2,0,0,0,0,1,10,23,23,23,2169958.5,2012.5,1,1.6666666666666667,0.6388888888888888,1.027777777777778,3,"Кластер 3: несколько автомобилей, дорогой автопарк",3
0063a78624407f2404e4f07bfa5fa46b,2024-04-21,2,0,1,0,0,0,2,3,4,7,2779288.5,2020.0,1,0.3333333333333333,0.19444444444444445,0.13888888888888887,3,"Кластер 3: несколько автомобилей, дорогой автопарк",3
0067d11cf545eb2b31362410010825a8,2025-08-24,1,0,0,0,0,0,2,2,2,2,1446652.0,2013.0,0,0.3333333333333333,0.05555555555555555,0.2777777777777778,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
00696d9f0703d1eb31437fd15007ed95,2025-06-13,1,0,0,0,1,1,3,7,7,7,1055909.0,2008.0,2,0.5,0.19444444444444445,0.3055555555555556,0,"Кластер 0: низкая топливная активность, один автомобиль",0
006b70d24c304a585fdbbff009d72417,2025-06-08,1,0,0,1,1,0,6,13,13,13,2175000.0,2023.0,2,1.0,0.3611111111111111,0.6388888888888888,2,"Кластер 2: новые автомобили, дорогой автопарк",2
00722a40b0dede3f72aaf0733cd97142,2023-05-27,2,2,0,0,1,0,8,17,20,27,1284043.5,2011.5,3,1.3333333333333333,0.75,0.5833333333333333,3,"Кластер 3: несколько автомобилей, дорогой автопарк",3
0073e4beaab4eb59f770f9a02dc85f35,2025-06-19,1,0,0,0,0,1,0,2,2,2,2481280.0,2016.0,1,0.0,0.05555555555555555,-0.05555555555555555,2,"Кластер 2: новые автомобили, дорогой автопарк",2
007517082f5ff10c2811c28499199e7f,2023-09-01,1,0,0,0,0,2,0,4,4,7,1675000.0,2023.0,2,0.0,0.19444444444444445,-0.19444444444444445,2,"Кластер 2: новые автомобили, дорогой автопарк",2
00764683ab9857bc90f2a890ca1e5ee4,2023-07-12,2,0,0,0,0,3,10,14,16,22,951788.5,2010.0,3,1.6666666666666667,0.6111111111111112,1.0555555555555556,3,"Кластер 3: несколько автомобилей, дорогой автопарк",3
0076ee49dbcd33dc8a14cec9d2fdcdcd,2026-04-29,1,0,0,0,0,0,1,1,1,1,3733750.0,2025.0,0,0.16666666666666666,0.027777777777777776,0.1388888888888889,0,"Кластер 0: низкая топливная активность, один автомобиль",0
00772917226608d1e1afaf833b7324ee,2023-06-09,1,0,0,0,2,3,2,20,26,46,3737156.0,2017.0,5,0.3333333333333333,1.2777777777777777,-0.9444444444444444,2,"Кластер 2: новые автомобили, дорогой автопарк",2
007ab19887153d30e434746e1ee343c4,2018-05-15,1,0,0,0,0,1,0,1,1,2,1077500.0,2007.0,1,0.0,0.05555555555555555,-0.05555555555555555,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
00802ccf739cd1eba6aad4828a741518,2025-04-18,1,0,0,1,0,1,0,2,2,2,533715.0,2012.0,2,0.0,0.05555555555555555,-0.05555555555555555,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
0083b9172cd5ac05e11cfb0d35e857ab,2023-09-16,1,0,0,0,0,1,5,7,8,9,3811910.0,2021.0,1,0.8333333333333334,0.25,0.5833333333333334,2,"Кластер 2: новые автомобили, дорогой автопарк",2
0085ca4c9fa4b7e53a3c9a20b945e097,2025-07-14,1,0,0,0,0,0,2,6,6,6,857333.0,2011.0,0,0.3333333333333333,0.16666666666666666,0.16666666666666666,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
0090a3cc0e55f6dccdc423a6f15905af,2024-11-11,2,0,0,0,1,0,9,15,16,18,1065185.0,2014.0,1,1.5,0.5,1.0,3,"Кластер 3: несколько автомобилей, дорогой автопарк",3
0094a8918fed3cdce6f7d064ab40355e,2025-03-29,1,0,0,0,0,0,1,4,6,6,2950886.0,2017.0,0,0.16666666666666666,0.16666666666666666,0.0,2,"Кластер 2: новые автомобили, дорогой автопарк",2
00971a88c9d5e8bbecaa0e6b052f9e01,2023-04-17,1,0,0,0,0,0,2,7,11,20,2086250.0,2020.0,0,0.3333333333333333,0.5555555555555556,-0.22222222222222227,2,"Кластер 2: новые автомобили, дорогой автопарк",2
00992762df39c1fd24f7a10bfa44e4c5,2023-02-08,1,1,5,0,3,1,1,12,12,17,1670000.0,2011.0,10,0.16666666666666666,0.4722222222222222,-0.3055555555555556,0,"Кластер 0: низкая топливная активность, один автомобиль",0
009f68ec4d8107c2f0ad7f42914e485d,2026-09-01,1,0,0,3,0,1,4,14,14,14,2993831.0,2024.0,4,0.6666666666666666,0.3888888888888889,0.27777777777777773,0,"Кластер 0: низкая топливная активность, один автомобиль",0
00a1a70917628c1300a56ee4bd8a2e91,2026-03-10,2,0,0,0,4,0,11,27,27,27,2907500.0,2024.0,4,1.8333333333333333,0.75,1.0833333333333333,3,"Кластер 3: несколько автомобилей, дорогой автопарк",3
00a4f16d088756ded1b1a92d8b4dbefe,2022-07-21,1,0,1,0,0,0,0,1,1,1,1043333.0,2008.0,1,0.0,0.027777777777777776,-0.027777777777777776,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
00aab4d860fae1943151654cc8349c59,2025-06-07,1,0,0,5,2,0,12,45,45,45,2771111.0,2014.0,7,2.0,1.25,0.75,2,"Кластер 2: новые автомобили, дорогой автопарк",2
00ab11b71387558d338dd190274f0e07,2025-01-17,1,0,0,1,0,0,3,7,8,8,2199954.0,2017.0,1,0.5,0.2222222222222222,0.2777777777777778,2,"Кластер 2: новые автомобили, дорогой автопарк",2
00ac51ecb385c1394339c798e1b88dec,2024-05-13,1,1,2,1,6,4,33,59,66,86,11383333.0,2021.0,14,5.5,2.388888888888889,3.111111111111111,2,"Кластер 2: новые автомобили, дорогой автопарк",2
00b04b35e5373bc89cacf6c5ce14bd9a,2024-10-17,1,0,0,0,1,0,0,1,1,1,2060000.0,2019.0,1,0.0,0.027777777777777776,-0.027777777777777776,2,"Кластер 2: новые автомобили, дорогой автопарк",2
00b0915d211984ce60478b7cd180a0db,2026-01-14,1,0,0,0,0,0,2,6,6,6,4218333.0,2025.0,0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0,"Кластер 0: низкая топливная активность, один автомобиль",0
00b12d60f20c4d2acf852c31caa5bf3b,2024-11-14,1,0,0,0,0,0,0,3,3,3,1472000.0,2024.0,0,0.0,0.08333333333333333,-0.08333333333333333,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
00b1e8a4b6b358202e0b952dc407c337,2025-11-08,1,0,0,0,0,0,0,0,0,6,2589311.0,2020.0,0,0.0,0.16666666666666666,-0.16666666666666666,0,"Кластер 0: низкая топливная активность, один автомобиль",0
00b9cf7ddccc76fa5223f245ee7a0a1a,2025-09-02,1,0,0,0,0,0,5,6,6,6,1065216.0,2014.0,0,0.8333333333333334,0.16666666666666666,0.6666666666666667,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
00bd2fb3c751939b7a9dfbec13c37906,2025-09-04,1,0,0,0,0,0,1,2,2,2,788333.0,2008.0,0,0.16666666666666666,0.05555555555555555,0.1111111111111111,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
00c27b9cd01f65188dbe18fd2dd1e8b6,2024-03-11,1,0,0,0,0,1,0,2,2,3,786053.0,2008.0,1,0.0,0.08333333333333333,-0.08333333333333333,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
00c2d81ea3cc27df70c6fa86cfd0442d,2026-01-06,1,0,0,0,0,0,23,28,28,28,2332119.0,2020.0,0,3.8333333333333335,0.7777777777777778,3.055555555555556,2,"Кластер 2: новые автомобили, дорогой автопарк",2
00c4c81ae8d446d9b949b50190eafb4c,2025-04-17,1,0,1,1,0,1,5,11,11,11,1209545.0,2007.0,3,0.8333333333333334,0.3055555555555556,0.5277777777777778,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
00c52e3ee1c640cbcd75923eaf704909,2023-03-19,1,0,0,1,0,1,3,8,9,28,1975898.0,2018.0,2,0.5,0.7777777777777778,-0.2777777777777778,2,"Кластер 2: новые автомобили, дорогой автопарк",2
00cc6ff98fcee4c8355e4aa17d157cd2,2024-01-21,1,1,0,0,1,1,9,22,26,44,5231363.0,2018.0,3,1.5,1.2222222222222223,0.2777777777777777,2,"Кластер 2: новые автомобили, дорогой автопарк",2
00cedaf3f49dcd0906f1774e74847f77,2023-08-24,1,2,0,0,1,0,0,3,4,6,1143298.0,2012.0,3,0.0,0.16666666666666666,-0.16666666666666666,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
00d25acdddd8dea24f705b7b12219d70,2024-01-31,1,0,0,0,0,0,0,0,1,2,673000.0,2013.0,0,0.0,0.05555555555555555,-0.05555555555555555,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
00d3b51ab560d3dd792364b2ce95b33c,2024-07-14,3,6,3,4,18,33,3,184,228,272,2950886.0,2018.0,64,0.5,7.555555555555555,-7.055555555555555,3,"Кластер 3: несколько автомобилей, дорогой автопарк",3
00d74384d25407348490c31fcba9c253,2022-09-01,1,5,4,5,4,2,6,46,53,97,3670576.0,2018.0,20,1.0,2.6944444444444446,-1.6944444444444446,0,"Кластер 0: низкая топливная активность, один автомобиль",0
00d7c04635ad3e3f78cf9746eb3314ec,2024-08-02,1,2,4,3,3,6,14,43,46,50,2008352.0,2012.0,18,2.3333333333333335,1.3888888888888888,0.9444444444444446,2,"Кластер 2: новые автомобили, дорогой автопарк",2
00d89400a4fbdcdc187b06cec32c2621,2024-12-19,2,1,0,0,0,0,37,43,43,43,1111750.0,2018.5,1,6.166666666666667,1.1944444444444444,4.972222222222222,3,"Кластер 3: несколько автомобилей, дорогой автопарк",3
00d95af18a1ccd1a600046811ecd39fb,2026-08-10,1,0,0,0,0,0,12,12,12,12,2542500.0,2026.0,0,2.0,0.3333333333333333,1.6666666666666667,0,"Кластер 0: низкая топливная активность, один автомобиль",0
00dcab7d80365088ec64102d43df89ba,2015-03-31,1,1,1,2,1,0,4,11,18,23,720000.0,2007.0,5,0.6666666666666666,0.6388888888888888,0.02777777777777779,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
00dfb99913caff862de02f2a3bc3193b,2024-12-16,1,6,10,4,3,4,3,57,62,62,4044286.0,2024.0,27,0.5,1.7222222222222223,-1.2222222222222223,2,"Кластер 2: новые автомобили, дорогой автопарк",2
00e0213174cc2cea322a640fd3b5625d,2024-03-29,1,0,0,0,1,1,4,10,11,11,1479311.0,2012.0,2,0.6666666666666666,0.3055555555555556,0.36111111111111105,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
00e075f4358b9a7be17e3fc445d6e67d,2026-03-12,1,0,0,0,0,0,9,10,10,10,1260374.0,2012.0,0,1.5,0.2777777777777778,1.2222222222222223,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
00e5f85f7b4a270dc1f6ce053a27bcaa,2024-11-17,1,0,1,1,4,0,1,10,12,12,1250000.0,2011.0,6,0.16666666666666666,0.3333333333333333,-0.16666666666666666,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
00e61dc4ad67b4f2bbfe0540b2206964,2026-01-05,1,0,0,0,0,0,0,2,2,2,1383750.0,2011.0,0,0.0,0.05555555555555555,-0.05555555555555555,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
00e8f6d0ffcc335f993724facefe66ce,2019-12-18,2,0,2,1,3,0,2,15,18,24,2637857.0,2016.5,6,0.3333333333333333,0.6666666666666666,-0.3333333333333333,3,"Кластер 3: несколько автомобилей, дорогой автопарк",3
00edeb53f47767eebf6b884ce2ac0378,2022-07-05,1,0,1,0,0,2,2,7,8,8,2982545.0,2021.0,3,0.3333333333333333,0.2222222222222222,0.1111111111111111,2,"Кластер 2: новые автомобили, дорогой автопарк",2
00eef53ca03765aaf9a98208e9f424e5,2025-06-08,1,0,0,3,1,0,1,5,5,5,890623.0,2012.0,4,0.16666666666666666,0.1388888888888889,0.027777777777777762,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
00f1ef26458a9dc41cb5e0b55770b00d,2021-10-17,1,1,2,5,4,2,9,27,34,47,,2014.0,14,1.5,1.3055555555555556,0.19444444444444442,2,"Кластер 2: новые автомобили, дорогой автопарк",2
00f46b28aec782e4a73def2e0c7c7cd5,2026-04-17,1,0,0,0,0,0,1,1,1,1,2924350.0,2013.0,0,0.16666666666666666,0.027777777777777776,0.1388888888888889,2,"Кластер 2: новые автомобили, дорогой автопарк",2
00f4d67e8b0cb2d34fca3f5caa9b36cf,2022-02-28,2,0,0,1,0,0,10,15,15,17,3483453.0,2018.0,1,1.6666666666666667,0.4722222222222222,1.1944444444444446,3,"Кластер 3: несколько автомобилей, дорогой автопарк",3
00f6a8628a7f963ad01f6dc8aefc47bb,2023-02-21,2,0,0,0,0,0,1,1,4,9,700688.0,2006.5,0,0.16666666666666666,0.25,-0.08333333333333334,3,"Кластер 3: несколько автомобилей, дорогой автопарк",3
00f721a4dfbe2253abfcb819d2292602,2020-09-15,1,0,2,0,2,0,0,8,14,27,1043631.0,2011.0,4,0.0,0.75,-0.75,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
00f8d5cff7dcd5815ba1d68f6867ab87,2025-12-19,1,0,0,0,0,0,3,7,7,7,1420000.0,2021.0,0,0.5,0.19444444444444445,0.3055555555555556,0,"Кластер 0: низкая топливная активность, один автомобиль",0
00fa475f0454960576d343cf72a3e507,2025-06-18,2,0,0,1,0,0,2,3,3,3,2457188.0,2017.5,1,0.3333333333333333,0.08333333333333333,0.25,3,"Кластер 3: несколько автомобилей, дорогой автопарк",3
00ff8a5a417519fff644e5fcae782a9e,2023-11-06,1,2,1,3,0,0,1,8,27,60,2618428.0,2018.0,6,0.16666666666666666,1.6666666666666667,-1.5,2,"Кластер 2: новые автомобили, дорогой автопарк",2
01019ba965f6f483098babb14117accf,2026-02-01,1,0,0,0,0,0,4,5,5,5,2380000.0,2024.0,0,0.6666666666666666,0.1388888888888889,0.5277777777777777,2,"Кластер 2: новые автомобили, дорогой автопарк",2
0103643751ae2c2e4095edfb88ce622a,2023-07-21,1,0,0,1,1,1,0,3,4,6,2250000.0,2022.0,3,0.0,0.16666666666666666,-0.16666666666666666,2,"Кластер 2: новые автомобили, дорогой автопарк",2
0107f96f3cfb09594c24f0b2c81f012b,2025-11-06,1,0,0,2,0,0,4,6,6,6,1734074.0,2015.0,2,0.6666666666666666,0.16666666666666666,0.5,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
010cd63c46501b0c0bcba7e51aff0364,2026-06-13,1,0,0,0,0,0,2,4,4,4,521000.0,2008.0,0,0.3333333333333333,0.1111111111111111,0.2222222222222222,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
01112eb20e90ea7c49716b41068aed27,2025-10-07,1,0,0,0,0,0,0,1,1,1,1789640.0,2013.0,0,0.0,0.027777777777777776,-0.027777777777777776,2,"Кластер 2: новые автомобили, дорогой автопарк",2
0112b90af48aea2f7d4d393284080da2,2026-03-06,1,0,0,0,0,0,1,1,1,1,2975714.0,2022.0,0,0.16666666666666666,0.027777777777777776,0.1388888888888889,2,"Кластер 2: новые автомобили, дорогой автопарк",2
0113d2acd8a1c3e34a4f678a172b96be,2025-01-13,1,0,0,0,1,0,0,1,2,2,4038571.0,2023.0,1,0.0,0.05555555555555555,-0.05555555555555555,2,"Кластер 2: новые автомобили, дорогой автопарк",2
0114c1df8eaba663ad06a1034b8b3c97,2024-11-13,1,0,0,1,3,0,0,8,9,9,1877053.0,2011.0,4,0.0,0.25,-0.25,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
0117159792f38151a1c6fcd2cb62916d,2025-11-12,1,0,0,8,0,4,12,28,36,72,2774000.0,2023.0,12,2.0,2.0,0.0,2,"Кластер 2: новые автомобили, дорогой автопарк",2
011a4ff08e56563bb2518959342644da,2025-09-24,1,0,0,0,0,0,9,14,14,14,1419784.0,2011.0,0,1.5,0.3888888888888889,1.1111111111111112,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
011d71e25339be04376cee78b8be5740,2025-06-08,1,0,0,0,0,1,0,1,1,1,2512500.0,2021.0,1,0.0,0.027777777777777776,-0.027777777777777776,2,"Кластер 2: новые автомобили, дорогой автопарк",2
011fd7349e3b1aac8dbbeca25a6586ac,2023-08-23,2,0,2,8,7,1,11,32,33,49,3250000.0,2023.5,18,1.8333333333333333,1.3611111111111112,0.4722222222222221,3,"Кластер 3: несколько автомобилей, дорогой автопарк",3
01208988c3d13e2189666b974db125f6,2022-02-17,1,0,0,0,0,0,0,0,0,1,1416667.0,2021.0,0,0.0,0.027777777777777776,-0.027777777777777776,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
0121775d43cafdeb05ea65d26034986e,2025-06-20,1,0,0,1,1,1,0,3,3,3,845000.0,2010.0,3,0.0,0.08333333333333333,-0.08333333333333333,0,"Кластер 0: низкая топливная активность, один автомобиль",0
012244c2e1645a9d25f1b339689fc935,2024-10-02,1,1,3,2,2,1,14,36,42,42,3820000.0,2024.0,9,2.3333333333333335,1.1666666666666667,1.1666666666666667,2,"Кластер 2: новые автомобили, дорогой автопарк",2
0124bdd95e6975a29fe8d95c2621d671,2021-08-24,1,0,0,0,0,0,0,0,1,1,887500.0,2017.0,0,0.0,0.027777777777777776,-0.027777777777777776,1,"Кластер 1: возрастные автомобили, доступный автопарк",1
012dd219477638e6edd2d1f255b436b6,2025-09-24,1,0,0,0,0,0,4,7,7,7,2888000.0,2023.0,0,0.6666666666666666,0.19444444444444445,0.4722222222222222,0,"Кластер 0: низкая топливная активность, один автомобиль",0
012f6a68de423d89195a0fd1ec72c7c5,2025-11-07,1,0,0,0,0,0,4,6,14,18,2355157.0,2020.0,0,0.6666666666666666,0.5,0.16666666666666663,2,"Кластер 2: новые автомобили, дорогой автопарк",2
0131d35cb90e2e6af9938031c79d1c67,2026-05-21,1,1,0,1,0,1,4,15,25,28,2366667.0,2024.0,3,0.6666666666666666,0.7777777777777778,-0.11111111111111116,2,"Кластер 2: новые автомобили, дорогой автопарк",2
0137dc6f4d7ccac5fd0445cb74c3a9ca,2023-02-08,1,2,2,0,1,3,2,13,18,29,3048000.0,2012.0,8,0.3333333333333333,0.8055555555555556,-0.47222222222222227,2,"Кластер 2: новые автомобили, дорогой автопарк",2
