client_id,cluster,cluster_id,cluster_label,novelty_score_percentile,is_novel_client_pattern,top_changes
bd586c49305ed11873f47bc8433e3234,0,0,"Кластер 0: низкая топливная активность, один автомобиль",0.9995829858215179,True,число заправок за 30 дней: выше на 20.22; объём топлива за 30 дней: выше на 690.56; число дней с заправками за 30 дней: выше на 16.96
fababfe569a8beae32b508d574f3a275,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.9995324918186068,True,"сумма штрафов за 30 дней, руб.: выше на 2626.56; число штрафов за 30 дней: выше на 2.20; доля ночных заправок: выше на 1.00"
aa0c426f885ca89265123a3e238b84ca,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9995146573480878,True,средняя цена литра: ниже на 25.25; доля ночных заправок: ниже на 0.63; доля штрафов за превышение скорости: ниже на 1.00
bdaea97f188b92e23f8d85f432b2281f,3,3,"Кластер 3: несколько автомобилей, дорогой автопарк",0.9995110024449878,True,доля небольших заправок до 20 л: ниже на 0.96; расходы на топливо за 30 дней: выше на 28894.66; средний объём одной заправки: выше на 24.60
c024706b8c486bd7832380cc8cf021df,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9994175888177053,True,средняя цена литра: ниже на 258.11; доля небольших заправок до 20 л: ниже на 1.00; средний объём одной заправки: выше на 38.46
4509ae7e2432c6055a7c665039d7e876,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.9994156147732586,True,"число штрафов за 30 дней: выше на 3.26; сумма штрафов за 30 дней, руб.: выше на 2445.65; число регионов со штрафами: выше на 4.00"
f2391f9d1073ed062796d29606f8346e,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9993205202873229,True,средняя цена литра: выше на 33.68; объём топлива за 30 дней: ниже на 653.14; доля ночных заправок: выше на 0.31
e65739aa14ba65bf5c7f8757e736bb45,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.9992987377279102,True,"сумма штрафов за 30 дней, руб.: выше на 2562.91; доля штрафов за превышение скорости: ниже на 1.00; расходы на топливо за 30 дней: выше на 21567.97"
c7a637a69f0f7009ba0646352891dae6,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9992234517569404,True,объём топлива за 30 дней: ниже на 3049.40; расходы на топливо за 30 дней: ниже на 213482.04; средняя цена литра: ниже на 16.75
e232acfaafd42a8e17651d45d3f58439,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.999181860682562,True,"сумма штрафов за 30 дней, руб.: ниже на 15303.37; число штрафов за 30 дней: ниже на 9.13; средняя цена литра: выше на 14.94"
13e7c92f8bb509d6df97e586a787d91c,0,0,"Кластер 0: низкая топливная активность, один автомобиль",0.9991659716430359,True,объём топлива за 30 дней: выше на 2590.93; расходы на топливо за 30 дней: выше на 163297.64; число заправок за 30 дней: выше на 17.93
54ee85486d0accd825af603c8dce7d6e,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.999126383226558,True,доля ночных заправок: ниже на 0.45; объём топлива за 30 дней: ниже на 516.81; расходы на топливо за 30 дней: ниже на 36202.00
a74736620d8017da74de3952a475765f,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.9990649836372136,True,"сумма штрафов за 30 дней, руб.: ниже на 5983.47; число штрафов за 30 дней: ниже на 5.84; число регионов со штрафами: ниже на 4.00"
39fda3a575e632cc8d003280f6b9c80e,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9990293146961755,True,"число штрафов за 30 дней: выше на 3.65; сумма штрафов за 30 дней, руб.: выше на 2733.77; средняя цена литра: ниже на 6.23"
5b2e5d279e795d70546f5c010e2714ea,3,3,"Кластер 3: несколько автомобилей, дорогой автопарк",0.9990220048899755,True,"сумма штрафов за 30 дней, руб.: ниже на 8715.46; число штрафов за 30 дней: ниже на 6.19; доля крупных заправок от 50 л: ниже на 0.78"
7bb297aab04a9282fadcc44e0dbaf436,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.9989481065918654,True,объём топлива за 30 дней: ниже на 564.80; расходы на топливо за 30 дней: ниже на 35122.65; число дней с заправками за 30 дней: ниже на 15.05
b43d7b3eb63c6382f36bc6e51936f285,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.998932246165793,True,"сумма штрафов за 30 дней, руб.: выше на 2445.65; доля крупных заправок от 50 л: ниже на 0.90; средняя цена литра: ниже на 8.03"
26f3938188979b116e0020a573db4686,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9988351776354106,True,"средняя цена литра: выше на 32.70; доля крупных заправок от 50 л: ниже на 0.92; сумма штрафов за 30 дней, руб.: выше на 2073.78"
d5266fc15a8d8fc3238914a5bbcb7e3c,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.998831229546517,True,"число штрафов за 30 дней: выше на 3.50; сумма штрафов за 30 дней, руб.: выше на 2191.04; доля ночных заправок: выше на 0.88"
74096a5a55e78ddb809d1ec575c90b26,0,0,"Кластер 0: низкая топливная активность, один автомобиль",0.9987489574645538,True,"сумма штрафов за 30 дней, руб.: ниже на 2221.19; расходы на топливо за 30 дней: выше на 26500.44; число заправок за 30 дней: выше на 9.78"
8d1b7cd89e5b6240b4d48f600d5a51ae,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9987381091050281,True,средняя цена литра: ниже на 26.37; доля ночных заправок: выше на 0.45; объём топлива за 30 дней: выше на 291.06
b7b4031397d0f10d307a4de0b32b22f8,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.9987143525011688,True,"сумма штрафов за 30 дней, руб.: ниже на 2305.39; средняя цена литра: выше на 17.34; число штрафов за 30 дней: ниже на 0.99"
f1726d4fa0c24d25cc1142abaedd8083,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9986410405746458,True,доля ночных заправок: выше на 0.47; доля крупных заправок от 50 л: ниже на 0.79; средний объём одной заправки: ниже на 50.89
ffa58fdd8ce57a78aaf9ca0b66e2165b,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.9985974754558204,True,"сумма штрафов за 30 дней, руб.: ниже на 5735.56; число штрафов за 30 дней: ниже на 3.37; доля штрафов за превышение скорости: выше на 0.89"
faae0ebf0fa8a6e5e805819ef7f1c7de,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9985439720442633,True,доля небольших заправок до 20 л: ниже на 1.00; средняя цена литра: ниже на 5.03; доля ночных заправок: выше на 0.28
97d361eed558c66028bf4848a58ae848,3,3,"Кластер 3: несколько автомобилей, дорогой автопарк",0.9985330073349633,True,"сумма штрафов за 30 дней, руб.: выше на 8351.62; число штрафов за 30 дней: выше на 5.33; доля ночных заправок: выше на 0.30"
ecc29602d7aff587c4aa73b9e3d4dd72,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.9984805984104722,True,"сумма штрафов за 30 дней, руб.: выше на 3885.13; число штрафов за 30 дней: выше на 2.44; доля штрафов за превышение скорости: ниже на 0.60"
6f24c7e177dba81d6f600d6289f157ed,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9984469035138808,True,доля ночных заправок: ниже на 0.88; расходы на топливо за 30 дней: выше на 76293.16; объём топлива за 30 дней: выше на 954.36
8205e11b7121e8d93c8b9b88a861f102,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.9983637213651239,True,"сумма штрафов за 30 дней, руб.: выше на 3814.77; число штрафов за 30 дней: выше на 3.36; средний объём одной заправки: ниже на 35.71"
c4b02910029ef3ed438b5ffe1a342780,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9983498349834984,True,средний объём одной заправки: ниже на 213.77; расходы на топливо за 30 дней: ниже на 72135.47; объём топлива за 30 дней: ниже на 987.64
01c29c631ecfe1937a44100f0e124d0f,0,0,"Кластер 0: низкая топливная активность, один автомобиль",0.9983319432860718,True,"сумма штрафов за 30 дней, руб.: ниже на 6821.02; число штрафов за 30 дней: ниже на 2.35; число регионов со штрафами: ниже на 5.00"
e50ea948234a553b20fce2a71af38df5,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9982527664531159,True,"число штрафов за 30 дней: выше на 5.26; сумма штрафов за 30 дней, руб.: выше на 3946.55; средняя цена литра: выше на 8.07"
b641f3d14844a7f6dd3ad4f98b87c6be,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.9982468443197756,True,расходы на топливо за 30 дней: ниже на 40514.21; объём топлива за 30 дней: ниже на 588.11; доля ночных заправок: ниже на 0.35
5910776d882642b0af4008e4a2446cd6,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9981556979227334,True,"сумма штрафов за 30 дней, руб.: выше на 4944.91; число штрафов за 30 дней: выше на 6.11; доля крупных заправок от 50 л: ниже на 0.89"
ff4f5b7a227747183e5873936f52f97b,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.9981299672744273,True,"сумма штрафов за 30 дней, руб.: ниже на 5611.60; число штрафов за 30 дней: ниже на 3.78; доля небольших заправок до 20 л: выше на 0.50"
cb0a853c41d6cf1c51cc472c7d41300f,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.998058629392351,True,"сумма штрафов за 30 дней, руб.: выше на 2137.43; доля ночных заправок: выше на 0.32; средняя цена литра: ниже на 4.63"
bbf85b93a6ff7e11e58bae51b6d57347,3,3,"Кластер 3: несколько автомобилей, дорогой автопарк",0.9980440097799511,True,средний объём одной заправки: ниже на 229.53; расходы на топливо за 30 дней: ниже на 57235.39; объём топлива за 30 дней: ниже на 681.99
06d83f121b961e24a9263bf69d54e598,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.998013090229079,True,средняя цена литра: ниже на 24.14; доля небольших заправок до 20 л: ниже на 1.00; средний объём одной заправки: выше на 33.17
883079cefcff624dab055e5f6f3ac9f3,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9979615608619685,True,доля ночных заправок: ниже на 0.67; средний объём одной заправки: ниже на 76.79; доля крупных заправок от 50 л: ниже на 0.91
4930b070b963b3ce29a18d1c3b6ba5c7,0,0,"Кластер 0: низкая топливная активность, один автомобиль",0.9979149291075896,True,расходы на топливо за 30 дней: выше на 73150.69; объём топлива за 30 дней: выше на 925.08; число заправок за 30 дней: выше на 20.22
0287516d59e1751f838d111da535dffe,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.9978962131837307,True,"сумма штрафов за 30 дней, руб.: ниже на 4623.29; число штрафов за 30 дней: ниже на 1.64; число дней с заправками за 30 дней: ниже на 9.95"
c8fa5c5498b8fa9a519c5d4a3d313bbc,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9978644923315861,True,"средняя цена литра: выше на 21.57; сумма штрафов за 30 дней, руб.: ниже на 3825.94; число штрафов за 30 дней: ниже на 5.10"
9f06e5f6b87eed2f64b63563b57f2b61,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.9977793361383824,True,средний объём одной заправки: ниже на 40.03; расходы на топливо за 30 дней: выше на 19200.08; средняя цена литра: выше на 6.79
2d3860387a80f9a534e875e1a6d9556e,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9977674238012036,True,доля ночных заправок: выше на 0.47; доля крупных заправок от 50 л: ниже на 0.74; число штрафов за 30 дней: ниже на 2.09
ccaae72081cfdfe2dd74b72755978620,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9976703552708212,True,"сумма штрафов за 30 дней, руб.: ниже на 2475.80; число штрафов за 30 дней: ниже на 2.89; число регионов со штрафами: ниже на 4.00"
7a22cd8267fbfe7afb9de1e7449f8684,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.9976624590930341,True,"сумма штрафов за 30 дней, руб.: выше на 3185.60; число штрафов за 30 дней: выше на 3.90; доля крупных заправок от 50 л: ниже на 0.62"
438cdf8f980b43dc756b5ea158df669d,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9975732867404388,True,"сумма штрафов за 30 дней, руб.: ниже на 4261.47; число штрафов за 30 дней: ниже на 3.63; доля крупных заправок от 50 л: ниже на 0.58"
3ffa43380a0c455055c7d867fa15fcfa,3,3,"Кластер 3: несколько автомобилей, дорогой автопарк",0.9975550122249389,True,доля штрафов за превышение скорости: ниже на 1.00; объём топлива за 30 дней: выше на 358.05; расходы на топливо за 30 дней: выше на 25672.54
4d6c7fc72ed96b0a4e516dbcbc82d048,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.9975455820476858,True,"сумма штрафов за 30 дней, руб.: выше на 670.04; доля штрафов за превышение скорости: выше на 1.00; число штрафов за 30 дней: выше на 0.57"
cd5d26323bbc5bddb4f6647d2e61a2ee,0,0,"Кластер 0: низкая топливная активность, один автомобиль",0.9974979149291076,True,"число штрафов за 30 дней: выше на 3.59; сумма штрафов за 30 дней, руб.: выше на 2690.22; число заправок за 30 дней: выше на 8.80"
6d1cea59e60d9fa86bd4d909fa19e60f,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9974762182100563,True,"доля ночных заправок: ниже на 1.00; сумма штрафов за 30 дней, руб.: выше на 2137.43; доля небольших заправок до 20 л: ниже на 0.71"
a2e96ffa235b97f7e411147d6dfbf6ae,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.9974287050023375,True,"средняя цена литра: ниже на 22.25; число штрафов за 30 дней: ниже на 1.08; сумма штрафов за 30 дней, руб.: ниже на 626.49"
7bb15acc8036706420fdca5be56c9e10,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9973791496796739,True,средняя цена литра: ниже на 32.73; число дней с заправками за 30 дней: выше на 7.81; объём топлива за 30 дней: выше на 279.33
70501744d6357e8825e0b2bd819d5c76,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.9973118279569892,True,"сумма штрафов за 30 дней, руб.: выше на 4093.95; число штрафов за 30 дней: выше на 2.52; доля небольших заправок до 20 л: выше на 0.50"
bd2a0042252d503e5ae9ee65ac9dfdd2,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9972820811492914,True,"сумма штрафов за 30 дней, руб.: выше на 3974.46; число штрафов за 30 дней: выше на 3.56; доля ночных заправок: выше на 0.33"
ea6c094ac9c7ab84ce561da259262c6e,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.9971949509116409,True,объём топлива за 30 дней: ниже на 541.66; расходы на топливо за 30 дней: ниже на 34126.11; число заправок за 30 дней: ниже на 15.30
7a5c513971e4e2372e024766594092a5,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9971850126189089,True,"сумма штрафов за 30 дней, руб.: ниже на 7912.08; число штрафов за 30 дней: ниже на 6.71; объём топлива за 30 дней: ниже на 407.19"
5ee059054ff828b57c9a7057bfa3e85e,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9970879440885265,True,средняя цена литра: выше на 27.29; объём топлива за 30 дней: ниже на 1024.14; доля ночных заправок: ниже на 0.30
34abea1eff97ff19e1270748c2093784,0,0,"Кластер 0: низкая топливная активность, один автомобиль",0.9970809007506255,True,объём топлива за 30 дней: выше на 436.98; расходы на топливо за 30 дней: выше на 30480.05; число заправок за 30 дней: выше на 10.76
4bffc09322c9eca47c8cbaa7783fa6de,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.9970780738662927,True,"средняя цена литра: ниже на 36.81; доля ночных заправок: выше на 1.00; сумма штрафов за 30 дней, руб.: ниже на 1091.05"
faa214266331e5cd4f1900afce343a96,3,3,"Кластер 3: несколько автомобилей, дорогой автопарк",0.9970660146699266,True,"доля ночных заправок: ниже на 0.88; число штрафов за 30 дней: ниже на 5.68; сумма штрафов за 30 дней, руб.: ниже на 4282.01"
36b1b52356c2f35d3a2e1d4fba5505e7,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.996990875558144,True,объём топлива за 30 дней: ниже на 1744.10; расходы на топливо за 30 дней: ниже на 105688.80; средняя цена литра: выше на 9.38
8980e138184d599d4c32ad600bb2a8cc,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.9969611968209444,True,"средняя цена литра: выше на 38.07; доля небольших заправок до 20 л: выше на 0.60; сумма штрафов за 30 дней, руб.: выше на 489.13"
767737a8745a9c36f456fb8cbbb69401,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9968938070277616,True,"средняя цена литра: выше на 17.83; доля крупных заправок от 50 л: ниже на 0.92; сумма штрафов за 30 дней, руб.: выше на 1847.08"
ff778aaaaee941fc29ab7eddaefa7de9,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.9968443197755961,True,"число штрафов за 30 дней: выше на 6.01; сумма штрафов за 30 дней, руб.: выше на 4509.38; число регионов со штрафами: выше на 6.00"
477225d08605305d0d8032f09e92168a,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9967967384973792,True,доля ночных заправок: выше на 1.00; доля крупных заправок от 50 л: выше на 1.00; средняя цена литра: ниже на 7.11
becd053c0a2303704542d25d9f47894a,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.9967274427302478,True,расходы на топливо за 30 дней: ниже на 46958.21; объём топлива за 30 дней: ниже на 702.61; число заправок за 30 дней: ниже на 16.04
2ef6f797ffebffc1944d4fde6915512d,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9966996699669967,True,"сумма штрафов за 30 дней, руб.: ниже на 3454.06; число штрафов за 30 дней: ниже на 4.19; число регионов со штрафами: ниже на 5.00"
7cfc1a8a4600b05883a96ff443293acc,0,0,"Кластер 0: низкая топливная активность, один автомобиль",0.9966638865721434,True,доля крупных заправок от 50 л: выше на 0.67; средний объём одной заправки: выше на 40.19; средняя цена литра: ниже на 27.62
03a862d46e3ee3fe2f6fc9d020daf079,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.9966105656848995,True,"сумма штрафов за 30 дней, руб.: выше на 5135.87; число штрафов за 30 дней: выше на 4.89; средняя цена литра: ниже на 7.33"
32b556c1347bd20b44cfebaa4e62a6f4,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9966026014366143,True,средний объём одной заправки: ниже на 70.60; доля крупных заправок от 50 л: ниже на 0.80; средняя цена литра: ниже на 5.85
b13af493c70b50c7d3e3bc94c54d4969,3,3,"Кластер 3: несколько автомобилей, дорогой автопарк",0.9965770171149144,True,доля ночных заправок: выше на 0.20; объём топлива за 30 дней: ниже на 550.60; расходы на топливо за 30 дней: ниже на 35802.00
17a33705bce991312073cdefa60cb157,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9965055329062318,True,"сумма штрафов за 30 дней, руб.: ниже на 3268.69; расходы на топливо за 30 дней: ниже на 32235.20; объём топлива за 30 дней: ниже на 434.90"
214af22814153b3d71ed5f85a18a2980,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.9964936886395512,True,объём топлива за 30 дней: выше на 273.18; средняя цена литра: ниже на 4.22; число заправок за 30 дней: выше на 8.39
a422a155b8a386ec7eaf6f3698eaeb8d,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9964084643758494,True,"сумма штрафов за 30 дней, руб.: выше на 2616.51; число штрафов за 30 дней: выше на 3.16; объём топлива за 30 дней: ниже на 535.17"
78c29694d066bd63679606719a68cf9e,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.9963768115942029,True,"сумма штрафов за 30 дней, руб.: ниже на 701.31; число штрафов за 30 дней: ниже на 0.91; число заправок за 30 дней: ниже на 16.78"
a3546843692f1845419751e9aa0e4209,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9963113958454669,True,средняя цена литра: ниже на 25.39; объём топлива за 30 дней: выше на 522.48; число заправок за 30 дней: выше на 14.29
3a4858121d51ebb67b242022bf8ea288,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.9962599345488546,True,средняя цена литра: ниже на 21.49; доля небольших заправок до 20 л: ниже на 0.91; число штрафов за 30 дней: выше на 1.22
f15b7c2749e522168ceb3c606933f0ed,0,0,"Кластер 0: низкая топливная активность, один автомобиль",0.9962468723936614,True,"число штрафов за 30 дней: выше на 3.33; сумма штрафов за 30 дней, руб.: выше на 2475.21; число дней с заправками за 30 дней: выше на 9.13"
e282e0c6b54c202961be0cf1760f0142,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9962143273150844,True,расходы на топливо за 30 дней: выше на 40173.30; объём топлива за 30 дней: выше на 517.04; доля крупных заправок от 50 л: ниже на 0.83
fb40d6fdb3b94e21a8ddd055805d5469,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.9961430575035063,True,объём топлива за 30 дней: ниже на 752.71; средняя цена литра: выше на 11.74; число штрафов за 30 дней: ниже на 0.82
1aaf6cfb928bf2e1bcc2f4d36d502233,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.996117258784702,True,"сумма штрафов за 30 дней, руб.: выше на 2934.78; число штрафов за 30 дней: выше на 1.96; объём топлива за 30 дней: ниже на 348.27"
366658cdfe0b81d24d4751d20a0e96e6,3,3,"Кластер 3: несколько автомобилей, дорогой автопарк",0.9960880195599022,True,доля ночных заправок: выше на 0.89; средняя цена литра: выше на 17.17; доля небольших заправок до 20 л: выше на 0.89
f7b895b434ab4f911e8a0770513d4441,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.996026180458158,True,"сумма штрафов за 30 дней, руб.: выше на 2239.80; средняя цена литра: выше на 24.56; число штрафов за 30 дней: выше на 1.53"
1d25afee98cf902a0dd526ce32b80a93,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9960201902543195,True,"сумма штрафов за 30 дней, руб.: ниже на 6238.09; число штрафов за 30 дней: ниже на 8.23; средняя цена литра: ниже на 16.63"
298a0d3fc161d83d12aabefe16713365,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9959231217239372,True,"сумма штрафов за 30 дней, руб.: ниже на 4282.68; доля ночных заправок: выше на 0.53; число штрафов за 30 дней: выше на 1.83"
d16f8ea3577ca9e82229345a8c18e59a,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.9959093034128097,True,"сумма штрафов за 30 дней, руб.: выше на 1095.52; объём топлива за 30 дней: выше на 276.42; расходы на топливо за 30 дней: выше на 17851.53"
ed75605ff924a8010a8e0ff62aa89b4e,0,0,"Кластер 0: низкая топливная активность, один автомобиль",0.9958298582151793,True,"сумма штрафов за 30 дней, руб.: выше на 4402.17; число штрафов за 30 дней: выше на 3.59; расходы на топливо за 30 дней: выше на 25535.18"
741e1048f0a8e42b3e2f90df222616b5,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9958260531935547,True,доля ночных заправок: выше на 0.90; средняя цена литра: ниже на 5.04; доля заправок в выходные: выше на 0.80
c531274e8052a40dd06a0ce9490072cf,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.9957924263674615,True,объём топлива за 30 дней: ниже на 954.58; средняя цена литра: выше на 10.96; число заправок за 30 дней: ниже на 15.96
3a546cbd3cecc26b8af973b2bdbe58e1,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9957289846631722,True,доля ночных заправок: выше на 0.61; средняя цена литра: выше на 8.78; доля небольших заправок до 20 л: ниже на 0.89
1924ccd08d49b1e7bfff7533b017fad9,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.9956755493221131,True,средняя цена литра: выше на 13.93; объём топлива за 30 дней: ниже на 537.39; число дней с заправками за 30 дней: ниже на 9.31
ebc224897541583d6bda76e5641e03fa,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9956319161327898,True,"сумма штрафов за 30 дней, руб.: выше на 3849.39; число штрафов за 30 дней: выше на 3.50; доля крупных заправок от 50 л: ниже на 0.85"
2bfcdbadebb40290cb9b2678a5abb92f,3,3,"Кластер 3: несколько автомобилей, дорогой автопарк",0.9955990220048899,True,"доля ночных заправок: выше на 0.71; сумма штрафов за 30 дней, руб.: ниже на 4315.07; число штрафов за 30 дней: ниже на 3.70"
68af3c6b5f3789d6598bc0cf827cc1e7,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.9955586722767649,True,"доля ночных заправок: ниже на 1.00; доля штрафов за превышение скорости: ниже на 1.00; сумма штрафов за 30 дней, руб.: ниже на 435.53"
12c5e94ea2644a89580b213213a12998,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9955348476024073,True,"сумма штрафов за 30 дней, руб.: выше на 2988.39; число заправок за 30 дней: ниже на 13.50; число дней с заправками за 30 дней: ниже на 11.77"
dd1fe229791d2d17ca41829820cc23df,1,1,"Кластер 1: возрастные автомобили, доступный автопарк",0.9954417952314165,True,"средняя цена литра: ниже на 15.19; сумма штрафов за 30 дней, руб.: ниже на 1015.71; число штрафов за 30 дней: ниже на 0.91"
b94bcb0d2955c921683332836c97e3d6,2,2,"Кластер 2: новые автомобили, дорогой автопарк",0.9954377790720248,True,"доля ночных заправок: ниже на 0.67; сумма штрафов за 30 дней, руб.: выше на 1819.16; число штрафов за 30 дней: выше на 2.18"
