order_id,client_id,order_datetime,order_fuel_volume,order_fuel_price_1liter,candidate_count,nearest_positive_order_id,nearest_time_delta_minutes,nearest_positive_volume,nearest_positive_price
8b07428f93066f15877f37d8f6aae4b0,8fdb7069905dfca5e4cad12d32a2209c,2026-03-21 12:22:10.775,-38.62,61.45,0,,,,
3d45866afa9fdd7506e1726d1d7aa8f2,d2b73955e7502ea8fe3d550ce42fbb0e,2026-03-21 12:59:56.807,-62.62,70.89,0,,,,
18e751351d5d68881a1583353995cb3c,1341806b6a5fdda369a0981a167efb8d,2026-03-21 13:24:28.058,-54.66,68.39,0,,,,
02d48bd340a6ce6c8d720a0e927ca74b,78dac9d02f77336b3fac25109ebdb72f,2026-03-21 13:48:57.413,-34.45,69.37,0,be21f47fb3278586e220394befa2ec75,1.0382333333333333,7.62,339.0
1008b994183e58ba9142bfca34b6e699,257abee5c23f0c0c0b4dc5cd9e1db185,2026-03-21 14:55:26.048,-42.55,67.69,0,,,,
2ca97ed1c4c5389ec14cbdd40eef917a,8ba73516452d41555c3bb89761e7b417,2026-03-21 17:29:46.348,-37.29,69.77,0,,,,
61e4ca3c52a166e2658b2c5fab990c01,112e7aa385298b2691fc3d1ade5371e0,2026-03-21 17:35:08.548,-26.02,60.49,0,,,,
05c5856349f19d28d5db552ea4c4fb8d,a9cc7279175070c5a17f052b8879b049,2026-03-21 18:43:52.481,-41.9,68.89,0,,,,
6306f210acc589d7212021e8c9ed75dd,dca1d51902b26304b470c92bf792a708,2026-03-21 19:47:19.444,-59.04,67.39,0,,,,
f44fbb57b01723a4497c29e7d64f5504,4acd60d921a944ccca6547abbc968b32,2026-03-21 20:43:45.754,-55.62,68.54,0,,,,
c50549848e30d369f29366f0f5bf681d,e3eb94eadcebb54c04ade777333d6f8b,2026-03-22 08:19:01.240,-13.17,66.16,0,,,,
6c91abf2a48cd0b0f9b31d9dd43af330,468950c1de38f716994202b52f3c740e,2026-03-22 11:27:39.339,-40.62,66.4,0,78e0df9f7fb1074ee79a856ac75da296,2490.4445666666666,24.91,64.2
b45c6025cbc1704a0d3eb5c158626cdd,7b0bbbdd975e2a649c76f891efcf7af4,2026-03-22 12:58:42.255,-34.04,70.35,0,,,,
4253dd8936b53821c6cd257003115442,29a3ede184c848e9a58c259e8628b499,2026-03-22 14:23:14.477,-35.62,66.0,0,,,,
ba71b39a04afdd87abdc43b565389a1b,b56475381e32c4e00efe0218c42655cd,2026-03-22 16:11:12.759,-27.89,67.44,0,,,,
18a7a6fe57124e0060d99d2db74ce19a,65b12198452c172b6d56c6dba7301e3d,2026-03-22 16:41:28.105,-58.85,68.83,0,,,,
0819668f690615fe4cbc0220456b9915,4b3e5d11a2f320b560c514b02f0ac36b,2026-03-22 18:48:18.264,-22.16,31.95,0,0bbcee7d9929de6efe1f29fa84150eab,1304.2585833333333,20.54,33.5
ecf7a95a6277833a44772fe69bebe775,53643c8fc665da05b7e5b1b7b8916633,2026-03-22 19:10:34.163,-42.81,67.21,0,,,,
e5f2e2cdc75697c59be6d0d672944adf,61b6ede865255c69f602cab9a2a2fc91,2026-03-22 19:28:43.485,-42.78,64.99,0,,,,
bdc8f66fe3de1085c36bf2601b439355,15bfe80cc987df3d590c892133e75271,2026-03-23 08:50:30.716,-40.59,68.49,0,,,,
bd881832db850c448e51f839510b750a,4f91f22fe0a87379789e8434d0844c5d,2026-03-23 10:36:59.969,-51.89,69.2,0,,,,
b0f361316518e3a1e6ccc2a277e10146,8e8b89157848303799cb02ab724055fe,2026-03-23 15:27:49.039,-28.38,65.89,0,,,,
e4ff1c6369327afefa1597cf4d296701,5916e483f920ca3e3365c8d34afc06e2,2026-03-23 18:03:45.164,-45.65,60.45,0,fea4e7c4253ca7e73fe815e1ba16e3dd,4863.687166666667,40.98,60.45
5e255b5f845e343c188e798cebc704dd,d4e9ecfbb8621422a0face2ac591c82d,2026-03-23 18:48:07.001,-55.62,67.59,0,,,,
4a89c55c1973e895fd3afa0adbf4328e,4f0e56c774ac631395d4c4aebcd8d9a2,2026-03-24 09:55:52.654,-35.62,65.63,0,,,,
9f2725f9add012eaa2f52479595047e2,34431e7e8222628546758a076b77cbe2,2026-03-24 11:38:34.415,-44.63,69.2,0,,,,
8b3296870c0438e602aecf6845de2b08,6f845d708d3576bb6f12438c2cd77281,2026-03-24 16:31:19.707,-30.38,69.42,0,1630f47e1572add18da2c6b904a9bbd3,171.5916,68.07,69.52
254e9674db7ea5818e7d568d69385c99,19e80520b8dbcc704d6e431824118109,2026-03-24 17:39:53.859,-32.26,71.91,0,95f5b5a81840a45f170c6480f8ef7b32,2915.7748500000002,33.2,72.5
8a8a67b4b604fed4ec7237536d30c7a1,d7ad6eeff4fc3d6af638b09165d00f72,2026-03-24 19:21:37.431,-33.65,69.29,0,65dd9dfa16af771d3a42d71afd405aca,4430.11285,42.56,67.99
a415c0aed6fa9c78a66292f17074598d,ff47ddef8cb54d357d3334750ebaad92,2026-03-24 23:45:24.379,-29.62,62.49,0,fa09fb9e303c284d24c5fc8d36cd3659,783.2495333333334,16.82,62.49
e79c8f01840ba583584fd04d5f27b63e,0591feaf892ee6b3237f00135e958c7e,2026-03-25 08:27:12.679,-28.76,64.8,0,6249887edc361532435e3fa456e2b204,1557.8842166666666,44.2,64.8
e9cae483201fd635a8cb4e4ccff7fc22,3357d609688e307aa5ea7712cdc863c6,2026-03-25 13:26:00.888,-36.01,65.82,0,8f6230a28cfe0ed57089d144e8885c68,3234.7088166666667,36.01,65.82
fb4deb15b57e933c9b07d2a8f3f85d3d,69645bdce774a662855cd926ce33c1ae,2026-03-25 13:41:36.491,-50.62,68.81,0,,,,
c8ae577cb3cef492ef24bd6a458370bf,197af6b07533ee41731fee4aa8e61933,2026-03-25 18:25:37.951,-45.62,71.96,0,,,,
c435a6c722d4f6212419abb572328f5e,e0f105066a0c51eb2955c738cd5e02ef,2026-03-25 20:53:29.791,-27.37,59.77,0,08853d2441401980c21bbe541dece3d4,4749.947533333334,20.67,59.77
23f2a8031d0315df067f0596ad72cbab,b8a60b1e7529e8d3dd2a38663c684606,2026-03-26 08:34:54.073,-17.62,69.08,0,0ed7076a0543740a743ab5eb2a5b56e6,3671.2514,16.62,69.29
16c99d0dfc2716772119cad1a322fd22,58b5fb564f29c5ff6a927ca0a8979e48,2026-03-26 08:44:13.127,-29.36,63.18,0,,,,
1b66b9a2e0acfd111ababe668084672d,cde1364dd3d613f62ec9d9c2cd685a4d,2026-03-26 14:08:43.761,-47.3,62.29,0,8a8a2f552630559ef637fcef7bc2628b,2914.6794833333333,46.75,61.79
1ca0a9249185265c80234c6bcd80cd13,7b98219f7d9a5cb4a27b827a282038e5,2026-03-26 20:07:12.040,-37.9,61.95,0,ff7415768afa23115b6cb9398d4b87a1,2769.34135,20.55,66.95
fd629a84a73b8a1b697eb71cf8ec4eda,fe509975e5f67f79f2dcf3967afd569d,2026-03-27 06:42:31.237,-29.23,63.53,0,2e4811a6c995d706fb110ced4ab275a3,9423.564316666667,29.23,63.53
b8f2983af16bd0f5891b66af11a41e87,c2dec9df2e4b3e89882ba522118c6675,2026-03-27 06:46:19.311,-40.69,68.66,0,,,,
57d949dd339f1a6f667f96b830087529,10531c539c43fc3c1961b4fdb1c85d85,2026-03-27 10:37:06.024,-43.31,68.86,0,18d98f0ace78cf90a70c6be2e9acf314,5667.217583333333,39.85,68.86
419490d3149e5d4fea4bc603277a3557,c24664794f51dba08ff04c2568ee45b7,2026-03-27 10:40:23.299,-50.62,71.91,0,,,,
15e91021f26b709323bc2e5db1159a90,76cde9b60e477b626eaa9b264f1548a2,2026-03-27 11:35:35.491,-29.94,60.42,0,6404b1f2c4baaf2cb52d89aa046514fa,2712.6401833333334,35.2,67.6
5dc6b55bbb47d9ae1f4d62892ed067f5,d3014c3b9f16963e09d7d55aa3c7a225,2026-03-27 14:20:43.704,-40.62,67.95,0,,,,
c036d39aabe3fa41687405921a20008c,cc75b3f4d14bb8d53da7b82736298538,2026-03-27 16:46:24.890,-27.07,69.91,0,,,,
d0e083a8b5831550dbc2335450f419d2,8c826f79034f2ea22a37e9f707b5c42b,2026-03-27 19:20:32.788,-37.42,62.88,0,,,,
8d7472021dbbe880bf31bfb8b6e656a5,dd1f390b4e3dac0e462b3e782d50f4aa,2026-03-27 19:33:34.452,-20.02,69.44,0,,,,
deb944559e29d77b17a14d287ed36894,66ef38943393ae6e7f91367a29914ca1,2026-03-28 00:44:41.408,-35.62,71.43,0,586bfc3af741507f40027e4997753c23,3720.2951000000003,25.62,71.96
4dcbde7aed10af095301b8816cf5f200,7c1d0dab4e7278b6d697837bdc0b6a6b,2026-03-28 09:12:46.898,-21.54,62.86,0,f5ffad1fec68857246c8749341ae2480,2964.4502500000003,21.55,62.81
b35aa46b433e9caa15127d92ee9cc69b,d84ebfba2176f77904a602a89eb18a0f,2026-03-28 09:29:14.182,-35.29,72.5,0,1cff93e2c85266b4a89f80b8fe3aa62b,9639.3681,40.88,72.4
669dd7eeb33fa845ceedd3b24481ba6a,1882f9040a3291535011225d6f6c071a,2026-03-28 09:52:37.736,-26.88,70.49,0,e82b08c1280f199c24d90dd948f8a386,5317.5786,20.21,68.49
3a5004d92a3b6097006845531202d461,1e26794041d6ef9f07305ba875985155,2026-03-28 10:41:58.101,-40.58,70.34,0,b03b3f5c7be9c0f49ab7361c85450a4a,10112.987583333334,43.93,70.85
ebd75690ef2019481ecbee89f9e25c38,768f9680432b358afe105638243d9c3d,2026-03-28 11:24:44.404,-49.67,68.09,0,,,,
1ae315638b35022b3331406b7b766147,573145a6a8358197e64e6e610d2d7215,2026-03-28 12:18:22.945,-40.62,67.79,0,,,,
32eb6322be9fe7bcff8827d20043ad11,fa4b6a78087fb755081ecb7e0bb9c460,2026-03-28 13:46:11.675,-42.89,68.73,0,15067a90ed810b0d54f40a8adffee0d0,11075.266966666668,44.21,68.89
05a49e1ccd80dc7203c1ba376628b024,bd76e844b47288942e8f08f116aa167f,2026-03-28 14:22:07.593,-21.7,58.95,0,,,,
44ea78845521a827a955a14dd30eb655,b24f8f00c7b60297038c2fba80fc4df9,2026-03-28 16:44:55.947,-28.62,70.39,0,,,,
87d9773a29388f4f281be3a8f59dab4f,1aa13e027e11089e4d464a13b76e6b34,2026-03-28 19:59:41.002,-25.21,68.88,0,,,,
9957f59601059847556d54e040ee95d1,dd37b74cc378f39719dd05175464dbe4,2026-03-28 21:34:23.490,-28.96,68.53,0,b5efa62d61f7579179530ac307a3c77a,8792.7206,19.1,66.73
aa1a41d800d86366fe1a8a4fc8c7bb12,9ecf792973dc19fcf7335a60dd403ee4,2026-03-28 23:32:43.917,-34.08,69.58,0,0acbd5a155ee2149788037accba4e373,11922.4707,33.09,69.93
2cd4cf00af89c5055e30c070883ad7b3,523b3d8b389dc34848b7e9ee37ed4841,2026-03-28 23:34:50.967,-49.69,68.06,0,,,,
878643fc8415ec47759edec4dea8677b,7a207c1e137725e7b7ae83ac88d18a6b,2026-03-29 12:27:17.482,-10.47,61.75,0,c19e17d50dce1611800896dde9a2ff2e,1685.50995,12.09,61.75
ee7c78bc4c637557ac347f46068cb798,deb889134e1a97d420f65cc002f7ed4e,2026-03-29 12:42:59.942,-27.38,68.93,0,a421855026845344255abc9fc4139551,991.2850666666667,19.86,70.19
ed0869b447256ec70706edee914dab4a,7e22bf1dcc2653b001f5fa4322247224,2026-03-29 13:08:24.271,-43.37,71.52,0,6abbbc4951c8faf6217688df9feb0974,9016.627083333333,43.47,71.32
3a2c6445354abd0337c0c8bfa2c75bb8,03980402b9e29ad7560d2554a379e33a,2026-03-29 18:34:37.252,-54.87,68.47,0,,,,
49989f84c24dd129278e1a6be1d19b02,c437e9f8bf892323ce793f6a8eeaf5ac,2026-03-29 20:28:03.311,-40.62,61.49,0,3ae80da0d0018bad68282175448dcd0e,13343.587800000001,40.62,61.19
d59f69e1c0e7d0e8a4f3bc47bee2b319,233da1e2ccfbb889fc314fab384b023f,2026-03-30 02:09:29.445,-29.22,63.72,0,08ca0a38ec01826ee1cefe96a6352f14,10699.346450000001,29.14,63.93
c4e92d84a0ff58c8b97baca688e7640e,9ddbbd816e89f3531c2436b43a785f7a,2026-03-30 04:17:12.893,-15.62,65.09,0,5bf00ea5a182d414ad940bb11450a159,7200.0613,30.62,65.74
742828d9ec4b3fedb14b845b8bca78b7,d20c9cd0102fbdc953f43a00499f8e2f,2026-03-30 08:00:47.447,-45.62,68.91,0,32080dc71eba7c449f3ef98e7f1bd28c,12727.537333333334,26.47,71.94
bd5afaa07cea6d16e5e8e5c2c13c2d7c,252b431e329d4459397890ad8289aa12,2026-03-30 08:23:16.482,-40.73,56.95,0,c64b3b8da0f34971c88fa5d89ae05e92,10072.846333333333,40.73,56.95
9e0e3d615b26bfe3877c6ac4efdf6f67,079149b7cecc75e315f304ddb81f615e,2026-03-30 10:07:22.081,-65.62,69.19,0,,,,
0bd5237dde5cf9b61199c842792c5e80,e463400dc947a1205beb423c4ebe2378,2026-03-30 10:45:57.527,-70.62,66.6,0,6d6b104a3d379b55218679ca598bfb8a,5476.630950000001,13.58,62.75
5cfec4183cecc5d09967ca8018242345,ce8a1da12a3241180c6592648f6acd8d,2026-03-30 11:26:10.548,-63.35,69.28,0,,,,
09f10bb81b9140df91900e37bcb5f271,136ae368884bb65a04cd74f6e645abf2,2026-03-30 14:29:48.188,-16.11,66.7,0,,,,
2d0bf2f4c0dbe2fe7e7d9a51c7959c38,74cc2b7fb28da5dd46a84e2118f73fc9,2026-03-30 15:36:31.288,-20.46,67.5,0,c0af1f52705693810c576074eea8e398,423.26869999999997,13.05,67.5
60278ef7742443f390c403efb47b4d37,51623af74d0203494f7a34890ed0c7b7,2026-03-30 15:46:30.773,-22.39,59.6,0,,,,
84929abb672f319e1b6eacef67460aa6,523772c92e9743c37bb2c8ba11f2c80d,2026-03-30 17:22:41.938,-34.66,68.86,0,7e89795b89360122489a78f72c4f92a8,4155.18145,34.71,68.75
26bdd9c9931691cf138e4b0db7942868,9f4d353a16f531e2d178d1416ba789db,2026-03-30 18:35:41.128,-60.62,70.05,0,a453f5216600fd20fe45a69f4f331bea,15013.840916666666,48.03,67.96
f1cf5cd9cd20f6dadadb2e7feaa7fb9f,c55dfe28f41af6070276b56dd3c3eb35,2026-03-30 20:51:47.645,-44.23,68.98,0,84ad70be466a3030424a57daeec13a18,1957.1096666666667,56.5,68.98
698bc063f80d2a6d1437f43eefda1564,ef9868685fad464771da900b4e432a78,2026-03-31 01:21:20.962,-59.48,60.96,0,0db986d8fb14b9be905dd1eec80e1c26,8196.60215,65.62,61.01
8641bf6bb911648ecaefd1c39c72ebb9,4158f9260be532e0f61fcceb2ef3a1d0,2026-03-31 05:18:16.966,-45.62,58.8,0,026d2c7d8a622e26a2c5ab4c2219b7eb,7193.6924,45.62,58.7
ca8e604a260076ed492683ed3910ddc6,7b1e99538b243d1ef50f2826bc127330,2026-03-31 07:58:27.114,-47.58,71.48,0,,,,
f3a1128de4ea35c57805d20a753908b8,567b9156ad40aeced9764b27dae3ce86,2026-03-31 10:17:21.952,-27.64,31.99,0,29aa0ec67c0175bcc175468a00f90fc4,4870.213533333333,96.38,32.49
2b35a6de6b61df92e32e20161ca435e0,d06e7382f85e73e456e9762ebc18a45e,2026-03-31 11:54:07.131,-55.62,67.09,0,,,,
40bf4d9a37d1e0123fe5fb9c3c6919dc,16f90d188216f78b70da443eb51bf600,2026-03-31 18:24:37.973,-55.62,70.03,0,,,,
f9472e815961e6ca03315a59fa7f7c81,db4868b9809491d746290584baf1ae56,2026-03-31 18:49:56.330,-51.68,69.09,0,a7509106e8934386bcc1d852cd6d7121,11525.530016666666,52.11,68.89
10e889cb78d27470b1fb02877c5472cf,d32edac2e669abce91a3d06fb2277ac0,2026-03-31 21:42:24.625,-17.08,61.07,0,8e91184f722e0e14fea88b8b273918e0,603.5819833333334,16.33,70.0
ae3dc874b6ada9cd82f1f83523728aa2,2b7fe8535772c01599a5b0fc3f26812c,2026-04-01 06:57:25.445,-55.62,68.91,0,349fd1a10634587dc80e039bad87c744,7213.113583333334,35.62,68.96
1e62beba9b650e926e34479a1fb943b4,f8b0d5cbb77dff883021c0d8ac79c1bd,2026-04-01 09:06:50.919,-30.23,60.95,0,,,,
4cdc6db214faf309d1601f78920d4b02,fb32ea71761ff5f2d1397d25874e2456,2026-04-01 14:08:31.360,-41.34,65.4,0,,,,
44a0990c465a9110bf01a2ab2d7dbfad,b6c90ffa45b821d34388d421d49b4661,2026-04-01 18:28:41.050,-23.57,49.7,0,0039b689dca4e5022c3dca6851a9cece,8912.70875,23.01,54.7
49d3ba232150223e13ecfa9212a53673,89e4455fd90cd9af8d771e6ad4827631,2026-04-01 18:31:52.361,-47.41,66.2,0,8f1f3d9356d922973d5676e1d80777ce,7182.700083333333,61.8,74.42
e5310018cb759365a06802d0d91c83e7,ea63e9f8f795a898bb6e21bf61ceda08,2026-04-01 20:58:30.932,-41.62,69.18,0,ab313923c1de866661edf309b5e516ba,5970.2283333333335,45.62,68.27
248dd5d4faa77dc0300728b21fae72a1,3171c7012052cb03cc872eaa06f2e2b1,2026-04-01 21:44:28.217,-42.56,72.87,0,f8e66787fe34376e662b0a624214d631,13644.27635,45.62,72.97
fae2a363016750457e970c90f6511c83,2fcc56a084523efc846755aba08c2009,2026-04-02 00:18:09.645,-44.32,59.55,0,575e08d3398041c22f338407cfb38ba0,11997.609466666667,44.78,58.85
0e00ccbb344f8fe861128b235ccb22de,5b2320b8d0ae85fc66492dfaa87db330,2026-04-02 02:19:20.075,-44.99,63.5,0,5dcd0acdfa14da6e7f6a24e14cbe6622,1765.4670333333333,28.97,64.23
d498b760955434cb68a62a7a55fcbdb3,982a6a7c06737f0fecf96f5f3da5ceea,2026-04-02 04:59:54.610,-20.48,67.26,0,986453561af436a04a3d99e547d66358,15768.02035,20.48,67.26
a1804643a7290a7f54679fa29ace3c0b,38aabcc56d9d675b99303acc6ba7c632,2026-04-02 07:24:35.494,-50.62,66.01,0,be9a5d76b3d1742449b94b3be4170fb0,1500.9223166666668,29.21,67.81
160905e28fee4cf71d406e0358476a3d,20250d0504b8c22d2bbc5fe83bd72355,2026-04-02 11:12:12.139,-20.65,66.5,0,,,,
ae2fc770dcce1ed3505df9e562aef206,2edb07d0d15432aae8e484607c259b99,2026-04-02 15:29:35.686,-37.62,62.66,0,ebb513dfa2297e9207a7c5b7303b593d,15954.586016666666,40.62,61.76
5c6a5ef62ee2ab2ee6b7ae28318c7ba4,dab2103a09db650e51ffd1bd166a2918,2026-04-02 16:16:04.484,-39.16,67.56,0,aca183d2fe5caa47b70ac4a56d0d3a2e,5985.980633333334,20.8,65.86
40952013428da612d3fd8fa35d4e6f1a,aaba23969b1c3ea84f45c808e76ab1ca,2026-04-02 20:09:37.375,-48.49,68.88,0,b7576ffc6ef7f8b214493cb65d3fcc89,7607.003733333333,46.55,68.59
304c736a8abd1a8b80bad3eb410229d1,e0d90d60befd5e5a358fbbd2c13fdb7a,2026-04-02 21:20:59.317,-29.75,66.3,0,8f4ba5a00c82241e6dae5ce8d5e89649,6075.4413,43.54,66.25
1d43d3811419ba0174326aece084c555,23a0ef063d689eee53bf6bb6f6e77785,2026-04-03 00:54:35.301,-48.26,70.34,0,,,,
65eb4328b66c84e26739b49025d5eb6d,92cb96f493b2a7104464f654db73604d,2026-04-03 03:44:06.436,-35.62,65.46,0,65e4f1ff8204958c67745ecde5b6d3a2,19683.864500000003,40.33,66.01
c801a7dfc9ee68401ba9c70a4e7867de,23720577d0c4ff4be856f7d24c982f85,2026-04-03 04:51:40.268,-50.62,65.84,0,,,,
d6cb4745fc6570a7e948a8f5f59ee2ea,13ea6b02773a4583f0c19c759adfca4e,2026-04-03 05:43:27.800,-32.57,70.49,0,5060921706086ed956630cbce14eb7af,6176.763000000001,37.31,72.56
19a4d5551a458e92a5e89fe40619e41c,7f8545c1224d0ae03ed607b42db4cde5,2026-04-03 08:01:57.268,-35.62,66.48,0,bba16094a84d6b6e23a94a4fd23cb08e,2910.237383333333,50.62,68.28
24d7cf4fbb76fc28a541fe96295ac894,a60856aa5e079b18bd40d6fedb7b840a,2026-04-03 08:05:38.420,-56.5,26.49,0,b7571b6f683a34a3df2603ac02d23c90,13735.427366666667,30.5,60.67
f6d9983a8afb423fdbf8cbc6c5e48b16,5107e5fef05cb6605a5e3df27e613b15,2026-04-03 09:05:02.125,-26.8,70.81,0,98a3973abd640ba513b9dcd2bb79dcab,2195.4202666666665,22.7,69.06
87d6c242170989bc39b374d4fae9072a,6761e0dcdc3122a5fea85bb8cade1348,2026-04-03 15:59:38.323,-20.47,67.31,0,,,,
0842789314d22ece1bd7fb3368d87740,aed4dce1771ebe275617f74ca2dbf80a,2026-04-03 17:46:47.948,-26.69,70.09,0,,,,
e02c83ca2e12089720dbefaff980a8a7,b63f83ed8e1a26576306c3580617c037,2026-04-03 18:49:26.150,-90.53,71.83,0,,,,
ea76a55059635fa93893645dced97863,e7976d0ba129d5bb0a4ad66503f7f4d5,2026-04-03 19:41:08.379,-50.62,65.7,0,,,,
febc8507aca8354545da030999c017b0,0d23cfe3818ccf211f0f659e90efaafa,2026-04-03 23:37:38.684,-32.38,70.07,0,,,,
ba750e8519d4d52352dc61f1d63d7ee2,075dce6bfb3033b6b84cfee8ef4cf6fe,2026-04-04 08:02:31.950,-45.62,72.39,0,1dbb0bd17d82fafc8fc76b91bb9349ee,4343.538533333333,50.62,72.39
e890fbcc61347df74ce1d813035a7b5b,54ee85486d0accd825af603c8dce7d6e,2026-04-04 11:07:04.968,-45.62,69.91,0,de158d65bdbe5e848b8b270e840e5f61,2286.1934833333335,21.06,70.21
ab8ee0f1bbfcbb33b671a3e8f5b2261c,4f0132cbf373c31bb91eadff5e1fe76e,2026-04-04 11:20:28.596,-26.34,72.39,0,,,,
c823c7a728b81f8d76500201fd1b055b,0fb783aa1787fc3b0fcbd74a515f0e95,2026-04-04 12:01:00.599,-45.62,66.27,0,9a0cabeba6a1d16d49de023fe7f9c1fd,10101.132533333333,55.62,66.2
a7f22d3b4387cdbe72077c0cf4108dc4,d1c5f8478930b9e251e010ecb9ee3838,2026-04-04 14:03:12.815,-27.66,70.06,0,1c8bc9f62f86a7d5da2d45b421f34bc6,10284.602933333334,20.11,69.89
5c9640f269b223586e9ce6fff7c8a432,f12e2703d5f8422e1c655c5b47fdefee,2026-04-04 14:33:35.871,-45.62,69.28,0,79d21fec6642111f0158a99296417c5e,13285.20145,43.47,69.13
49bb0c2e8697f1e42ba18a1502ec190d,30426f2500b894687a0f9c1c2c4c4b85,2026-04-04 16:22:13.502,-35.47,66.99,0,6db624fb8f6d10d7cf904ef73312a9c0,5485.373949999999,35.69,66.5
9468bfe2f8226d1ae3a120fd77ffae62,7b8259fd2c6898dfc39ad0bfae014220,2026-04-04 16:24:50.637,-36.31,70.38,0,0a7e14d458409ee6ab2ed0a09337981c,196.85185,59.82,71.8
6a0ce9e3cc4a30aa6fd483b9cb060c3f,25a29b8e9b64c439bcdf40baec797378,2026-04-04 17:00:40.244,-34.76,61.75,0,9d3b7ff9c7c6c9d25f69dab6272b8ac3,11380.77515,31.96,61.4
3b7ee3993dd8e3aed1f6762f9d2c1c11,e49035d5aa8366496c538fea362404a4,2026-04-04 18:18:14.018,-15.89,64.79,0,643c4cd383b1fb2fc9de978b88212826,10178.755966666668,26.32,64.39
ad8bd39fd3b955ac769cba41be8b315c,0287516d59e1751f838d111da535dffe,2026-04-04 19:30:45.239,-24.71,62.85,0,34887c9cd02bb733e002c5390a5cc7af,519.07565,21.26,63.93
ee7746d53c84e463ac45b764090b4fe6,5815e3869affec7ddff7824adad38123,2026-04-04 20:50:46.025,-41.64,69.39,0,9472ec2869b8f0751ea843954b8e8923,2101.6686,33.79,70.99
6828308ba6110e3b7877cdd1d6e8bdbc,de17e5ce3dc76d5ceac236585f1416c6,2026-04-05 00:31:58.784,-45.62,68.98,0,45eee78564f1c0fa088961af825367fb,341.2830666666667,34.94,67.94
7db1b23072db90c468e741450e8f76cb,e67f616fc376c1b406d1c396004b37b0,2026-04-05 09:41:53.438,-40.62,65.92,0,2e14cc93d520b14aaf677f307f2e232b,2600.72165,50.62,67.72
9f69eec9c39d09246e5187e40f6c5853,70f67157b600628f9ccbd33211bfd21d,2026-04-05 10:37:56.377,-43.15,65.27,0,,,,
857d281ff5ecf36d86ce46417d344641,fcdc8a76a721ced8b6b6e6cd2c5e2a14,2026-04-05 10:44:34.341,-76.21,70.83,0,,,,
281a039df7b1d9bbe5e1d4d96324af78,92436847997cf5292945d4e0e4a05310,2026-04-05 10:58:30.416,-56.18,72.04,0,3db1a2108c019e87e761a8052c62b850,19522.278433333333,42.3,71.94
4897da3ff3611d10a6dc53f7bd6b11a8,1bdf5952bed220601ed1c94671471405,2026-04-05 12:39:11.402,-26.96,70.27,0,,,,
fc4da0bf2d67c31862f7069406863b5e,2d3bd44f01a4b72a58997cba27ac7a4c,2026-04-05 13:24:05.989,-21.04,64.84,0,85f9256ce1f30b9eb704c03ab279912b,5312.430416666667,21.04,64.84
