region_name,variable_x,variable_y,correlation,observations
Республика Татарстан,fined_clients,weighted_price_rub_per_liter,-0.23522064573941584,5
Республика Татарстан,total_fine_amount_rub,weighted_price_rub_per_liter,-0.2560395831443087,5
Республика Татарстан,average_fine_amount_rub,weighted_price_rub_per_liter,-0.8592355907224353,5
Республика Татарстан,weighted_price_rub_per_liter,sold_volume_liters,-0.9053273991501386,5
Республика Татарстан,sold_volume_liters,sold_volume_liters,1.0,5
Республика Татарстан,fuel_sale_count,sold_volume_liters,0.9958894994611436,5
Республика Татарстан,sales_revenue_rub,sold_volume_liters,0.9994870887185189,5
Республика Татарстан,fine_count,sold_volume_liters,0.2780960737670869,5
Республика Татарстан,fined_clients,sold_volume_liters,0.3786468666232757,5
Республика Татарстан,total_fine_amount_rub,sold_volume_liters,0.3598443069082849,5
Республика Татарстан,average_fine_amount_rub,sold_volume_liters,0.7424112181666596,5
Республика Татарстан,weighted_price_rub_per_liter,fuel_sale_count,-0.9317710417070965,5
Республика Татарстан,sold_volume_liters,fuel_sale_count,0.9958894994611436,5
Республика Татарстан,fuel_sale_count,fuel_sale_count,1.0,5
Республика Татарстан,sales_revenue_rub,fuel_sale_count,0.9941355998280375,5
Республика Татарстан,fine_count,fuel_sale_count,0.2726807966305529,5
Республика Татарстан,fined_clients,fuel_sale_count,0.37364678935958867,5
Республика Татарстан,total_fine_amount_rub,fuel_sale_count,0.36005402123769953,5
Республика Татарстан,average_fine_amount_rub,fuel_sale_count,0.7852929986392468,5
Республика Татарстан,weighted_price_rub_per_liter,sales_revenue_rub,-0.8927759326550677,5
Республика Татарстан,sold_volume_liters,sales_revenue_rub,0.9994870887185189,5
Республика Татарстан,fuel_sale_count,sales_revenue_rub,0.9941355998280375,5
Республика Татарстан,sales_revenue_rub,sales_revenue_rub,1.0,5
Республика Татарстан,fine_count,sales_revenue_rub,0.2833971572919389,5
Республика Татарстан,fined_clients,sales_revenue_rub,0.3850752829065931,5
Республика Татарстан,total_fine_amount_rub,sales_revenue_rub,0.36327871272204215,5
Республика Татарстан,average_fine_amount_rub,sales_revenue_rub,0.7309833082431769,5
Республика Татарстан,weighted_price_rub_per_liter,fine_count,-0.15086755093956747,5
Республика Татарстан,sold_volume_liters,fine_count,0.2780960737670869,5
Республика Татарстан,fuel_sale_count,fine_count,0.2726807966305529,5
Республика Татарстан,sales_revenue_rub,fine_count,0.2833971572919389,5
Республика Татарстан,fine_count,fine_count,1.0,5
Республика Татарстан,fined_clients,fine_count,0.9928937627208738,5
Республика Татарстан,total_fine_amount_rub,fine_count,0.9937481721208129,5
Республика Татарстан,average_fine_amount_rub,fine_count,0.5506862981274806,5
Республика Татарстан,weighted_price_rub_per_liter,fined_clients,-0.23522064573941584,5
Республика Татарстан,sold_volume_liters,fined_clients,0.3786468666232757,5
Республика Татарстан,fuel_sale_count,fined_clients,0.37364678935958867,5
Республика Татарстан,sales_revenue_rub,fined_clients,0.3850752829065931,5
Республика Татарстан,fine_count,fined_clients,0.9928937627208738,5
Республика Татарстан,fined_clients,fined_clients,1.0,5
Республика Татарстан,total_fine_amount_rub,fined_clients,0.9949995155797886,5
Республика Татарстан,average_fine_amount_rub,fined_clients,0.6051412996398836,5
Республика Татарстан,weighted_price_rub_per_liter,total_fine_amount_rub,-0.2560395831443087,5
Республика Татарстан,sold_volume_liters,total_fine_amount_rub,0.3598443069082849,5
Республика Татарстан,fuel_sale_count,total_fine_amount_rub,0.36005402123769953,5
Республика Татарстан,sales_revenue_rub,total_fine_amount_rub,0.36327871272204215,5
Республика Татарстан,fine_count,total_fine_amount_rub,0.9937481721208129,5
Республика Татарстан,fined_clients,total_fine_amount_rub,0.9949995155797886,5
Республика Татарстан,total_fine_amount_rub,total_fine_amount_rub,1.0,5
Республика Татарстан,average_fine_amount_rub,total_fine_amount_rub,0.6402168136697629,5
Республика Татарстан,weighted_price_rub_per_liter,average_fine_amount_rub,-0.8592355907224353,5
Республика Татарстан,sold_volume_liters,average_fine_amount_rub,0.7424112181666596,5
Республика Татарстан,fuel_sale_count,average_fine_amount_rub,0.7852929986392468,5
Республика Татарстан,sales_revenue_rub,average_fine_amount_rub,0.7309833082431769,5
Республика Татарстан,fine_count,average_fine_amount_rub,0.5506862981274806,5
Республика Татарстан,fined_clients,average_fine_amount_rub,0.6051412996398836,5
Республика Татарстан,total_fine_amount_rub,average_fine_amount_rub,0.6402168136697629,5
Республика Татарстан,average_fine_amount_rub,average_fine_amount_rub,1.0,5
Краснодарский край,weighted_price_rub_per_liter,weighted_price_rub_per_liter,1.0,5
Краснодарский край,sold_volume_liters,weighted_price_rub_per_liter,-0.9457790042773777,5
Краснодарский край,fuel_sale_count,weighted_price_rub_per_liter,-0.9069147790047953,5
Краснодарский край,sales_revenue_rub,weighted_price_rub_per_liter,-0.9368601487995664,5
Краснодарский край,fine_count,weighted_price_rub_per_liter,-0.6021752850091837,5
Краснодарский край,fined_clients,weighted_price_rub_per_liter,-0.7454834399031326,5
Краснодарский край,total_fine_amount_rub,weighted_price_rub_per_liter,-0.5710203835959321,5
Краснодарский край,average_fine_amount_rub,weighted_price_rub_per_liter,-0.426576102925568,5
Краснодарский край,weighted_price_rub_per_liter,sold_volume_liters,-0.9457790042773777,5
Краснодарский край,sold_volume_liters,sold_volume_liters,1.0,5
Краснодарский край,fuel_sale_count,sold_volume_liters,0.98610690211047,5
Краснодарский край,sales_revenue_rub,sold_volume_liters,0.999606130768462,5
Краснодарский край,fine_count,sold_volume_liters,0.8081175276318865,5
Краснодарский край,fined_clients,sold_volume_liters,0.898186722266047,5
Краснодарский край,total_fine_amount_rub,sold_volume_liters,0.789902454937488,5
Краснодарский край,average_fine_amount_rub,sold_volume_liters,0.6901004906512136,5
Краснодарский край,weighted_price_rub_per_liter,fuel_sale_count,-0.9069147790047953,5
Краснодарский край,sold_volume_liters,fuel_sale_count,0.98610690211047,5
Краснодарский край,fuel_sale_count,fuel_sale_count,1.0,5
Краснодарский край,sales_revenue_rub,fuel_sale_count,0.9876725786733943,5
Краснодарский край,fine_count,fuel_sale_count,0.8332838982727196,5
Краснодарский край,fined_clients,fuel_sale_count,0.9213262668949378,5
Краснодарский край,total_fine_amount_rub,fuel_sale_count,0.8116084814099768,5
Краснодарский край,average_fine_amount_rub,fuel_sale_count,0.7252664794585999,5
Краснодарский край,weighted_price_rub_per_liter,sales_revenue_rub,-0.9368601487995664,5
Краснодарский край,sold_volume_liters,sales_revenue_rub,0.999606130768462,5
Краснодарский край,fuel_sale_count,sales_revenue_rub,0.9876725786733943,5
Краснодарский край,sales_revenue_rub,sales_revenue_rub,1.0,5
Краснодарский край,fine_count,sales_revenue_rub,0.8239842960988706,5
Краснодарский край,fined_clients,sales_revenue_rub,0.9090426323442706,5
Краснодарский край,total_fine_amount_rub,sales_revenue_rub,0.8066184784603649,5
Краснодарский край,average_fine_amount_rub,sales_revenue_rub,0.7100037000788885,5
Краснодарский край,weighted_price_rub_per_liter,fine_count,-0.6021752850091837,5
Краснодарский край,sold_volume_liters,fine_count,0.8081175276318865,5
Краснодарский край,fuel_sale_count,fine_count,0.8332838982727196,5
Краснодарский край,sales_revenue_rub,fine_count,0.8239842960988706,5
Краснодарский край,fine_count,fine_count,1.0,5
Краснодарский край,fined_clients,fine_count,0.9755426191834098,5
Краснодарский край,total_fine_amount_rub,fine_count,0.9971553282099224,5
Краснодарский край,average_fine_amount_rub,fine_count,0.9643087666581791,5
Краснодарский край,weighted_price_rub_per_liter,fined_clients,-0.7454834399031326,5
Краснодарский край,sold_volume_liters,fined_clients,0.898186722266047,5
Краснодарский край,fuel_sale_count,fined_clients,0.9213262668949378,5
Краснодарский край,sales_revenue_rub,fined_clients,0.9090426323442706,5
Краснодарский край,fine_count,fined_clients,0.9755426191834098,5
Краснодарский край,fined_clients,fined_clients,1.0,5
Краснодарский край,total_fine_amount_rub,fined_clients,0.959564364207832,5
Краснодарский край,average_fine_amount_rub,fined_clients,0.8918533083058359,5
Краснодарский край,weighted_price_rub_per_liter,total_fine_amount_rub,-0.5710203835959321,5
Краснодарский край,sold_volume_liters,total_fine_amount_rub,0.789902454937488,5
Краснодарский край,fuel_sale_count,total_fine_amount_rub,0.8116084814099768,5
Краснодарский край,sales_revenue_rub,total_fine_amount_rub,0.8066184784603649,5
Краснодарский край,fine_count,total_fine_amount_rub,0.9971553282099224,5
Краснодарский край,fined_clients,total_fine_amount_rub,0.959564364207832,5
Краснодарский край,total_fine_amount_rub,total_fine_amount_rub,1.0,5
Краснодарский край,average_fine_amount_rub,total_fine_amount_rub,0.9787868414949896,5
Краснодарский край,weighted_price_rub_per_liter,average_fine_amount_rub,-0.426576102925568,5
Краснодарский край,sold_volume_liters,average_fine_amount_rub,0.6901004906512136,5
Краснодарский край,fuel_sale_count,average_fine_amount_rub,0.7252664794585999,5
Краснодарский край,sales_revenue_rub,average_fine_amount_rub,0.7100037000788885,5
Краснодарский край,fine_count,average_fine_amount_rub,0.9643087666581791,5
Краснодарский край,fined_clients,average_fine_amount_rub,0.8918533083058359,5
Краснодарский край,total_fine_amount_rub,average_fine_amount_rub,0.9787868414949896,5
Краснодарский край,average_fine_amount_rub,average_fine_amount_rub,1.0,5
Красноярский край,weighted_price_rub_per_liter,weighted_price_rub_per_liter,1.0,5
Красноярский край,sold_volume_liters,weighted_price_rub_per_liter,0.05877485187841303,5
Красноярский край,fuel_sale_count,weighted_price_rub_per_liter,0.621502311564002,5
Красноярский край,sales_revenue_rub,weighted_price_rub_per_liter,0.35660345684617484,5
Красноярский край,fine_count,weighted_price_rub_per_liter,0.7913192401694589,5
Красноярский край,fined_clients,weighted_price_rub_per_liter,0.3446163143036156,5
Красноярский край,total_fine_amount_rub,weighted_price_rub_per_liter,0.15099641192723967,5
Красноярский край,average_fine_amount_rub,weighted_price_rub_per_liter,-0.8699495134109219,5
Красноярский край,weighted_price_rub_per_liter,sold_volume_liters,0.05877485187841303,5
Красноярский край,sold_volume_liters,sold_volume_liters,1.0,5
Красноярский край,fuel_sale_count,sold_volume_liters,0.3559588805130374,5
Красноярский край,sales_revenue_rub,sold_volume_liters,0.953540906667738,5
Красноярский край,fine_count,sold_volume_liters,-0.25979148875769553,5
Красноярский край,fined_clients,sold_volume_liters,-0.25179840771052797,5
Красноярский край,total_fine_amount_rub,sold_volume_liters,-0.1796852902857837,5
Красноярский край,average_fine_amount_rub,sold_volume_liters,0.10611305074815038,5
Красноярский край,weighted_price_rub_per_liter,fuel_sale_count,0.621502311564002,5
Красноярский край,sold_volume_liters,fuel_sale_count,0.3559588805130374,5
Красноярский край,fuel_sale_count,fuel_sale_count,1.0,5
Красноярский край,sales_revenue_rub,fuel_sale_count,0.5169837773535189,5
Красноярский край,fine_count,fuel_sale_count,0.44157007022428413,5
Красноярский край,fined_clients,fuel_sale_count,0.3372086971569014,5
Красноярский край,total_fine_amount_rub,fuel_sale_count,-0.09457026367805714,5
Красноярский край,average_fine_amount_rub,fuel_sale_count,-0.6977185761505711,5
Красноярский край,weighted_price_rub_per_liter,sales_revenue_rub,0.35660345684617484,5
Красноярский край,sold_volume_liters,sales_revenue_rub,0.953540906667738,5
Красноярский край,fuel_sale_count,sales_revenue_rub,0.5169837773535189,5
Красноярский край,sales_revenue_rub,sales_revenue_rub,1.0,5
Красноярский край,fine_count,sales_revenue_rub,-0.009647041913596072,5
Красноярский край,fined_clients,sales_revenue_rub,-0.1410303936486252,5
Красноярский край,total_fine_amount_rub,sales_revenue_rub,-0.13054924462964926,5
Красноярский край,average_fine_amount_rub,sales_revenue_rub,-0.1650188563594476,5
Красноярский край,weighted_price_rub_per_liter,fine_count,0.7913192401694589,5
Красноярский край,sold_volume_liters,fine_count,-0.25979148875769553,5
Красноярский край,fuel_sale_count,fine_count,0.44157007022428413,5
Красноярский край,sales_revenue_rub,fine_count,-0.009647041913596072,5
Красноярский край,fine_count,fine_count,1.0,5
Красноярский край,fined_clients,fine_count,0.8213097138444114,5
Красноярский край,total_fine_amount_rub,fine_count,0.6657117348328505,5
Красноярский край,average_fine_amount_rub,fine_count,-0.5640086654779362,5
Красноярский край,weighted_price_rub_per_liter,fined_clients,0.3446163143036156,5
Красноярский край,sold_volume_liters,fined_clients,-0.25179840771052797,5
Красноярский край,fuel_sale_count,fined_clients,0.3372086971569014,5
Красноярский край,sales_revenue_rub,fined_clients,-0.1410303936486252,5
Красноярский край,fine_count,fined_clients,0.8213097138444114,5
Красноярский край,fined_clients,fined_clients,1.0,5
Красноярский край,total_fine_amount_rub,fined_clients,0.8604177190369571,5
Красноярский край,average_fine_amount_rub,fined_clients,-0.1170326524901095,5
Красноярский край,weighted_price_rub_per_liter,total_fine_amount_rub,0.15099641192723967,5
Красноярский край,sold_volume_liters,total_fine_amount_rub,-0.1796852902857837,5
Красноярский край,fuel_sale_count,total_fine_amount_rub,-0.09457026367805714,5
Красноярский край,sales_revenue_rub,total_fine_amount_rub,-0.13054924462964926,5
Красноярский край,fine_count,total_fine_amount_rub,0.6657117348328505,5
Красноярский край,fined_clients,total_fine_amount_rub,0.8604177190369571,5
Красноярский край,total_fine_amount_rub,total_fine_amount_rub,1.0,5
Красноярский край,average_fine_amount_rub,total_fine_amount_rub,0.240192017659703,5
Красноярский край,weighted_price_rub_per_liter,average_fine_amount_rub,-0.8699495134109219,5
Красноярский край,sold_volume_liters,average_fine_amount_rub,0.10611305074815038,5
Красноярский край,fuel_sale_count,average_fine_amount_rub,-0.6977185761505711,5
Красноярский край,sales_revenue_rub,average_fine_amount_rub,-0.1650188563594476,5
Красноярский край,fine_count,average_fine_amount_rub,-0.5640086654779362,5
Красноярский край,fined_clients,average_fine_amount_rub,-0.1170326524901095,5
Красноярский край,total_fine_amount_rub,average_fine_amount_rub,0.240192017659703,5
Красноярский край,average_fine_amount_rub,average_fine_amount_rub,1.0,5
Кемеровская область,weighted_price_rub_per_liter,weighted_price_rub_per_liter,1.0,5
Кемеровская область,sold_volume_liters,weighted_price_rub_per_liter,-0.2998629018922112,5
Кемеровская область,fuel_sale_count,weighted_price_rub_per_liter,0.3921033741708808,5
Кемеровская область,sales_revenue_rub,weighted_price_rub_per_liter,-0.011615926764506675,5
Кемеровская область,fine_count,weighted_price_rub_per_liter,0.6658579834418135,5
Кемеровская область,fined_clients,weighted_price_rub_per_liter,0.7386081358446384,5
Кемеровская область,total_fine_amount_rub,weighted_price_rub_per_liter,0.7981485127200889,5
Кемеровская область,average_fine_amount_rub,weighted_price_rub_per_liter,-0.2806193681949604,5
Кемеровская область,weighted_price_rub_per_liter,sold_volume_liters,-0.2998629018922112,5
Кемеровская область,sold_volume_liters,sold_volume_liters,1.0,5
Кемеровская область,fuel_sale_count,sold_volume_liters,0.4455781642377697,5
Кемеровская область,sales_revenue_rub,sold_volume_liters,0.9573433066719821,5
Кемеровская область,fine_count,sold_volume_liters,-0.09157016425268075,5
Кемеровская область,fined_clients,sold_volume_liters,0.21251142249941019,5
Кемеровская область,total_fine_amount_rub,sold_volume_liters,-0.05592518139663592,5
Кемеровская область,average_fine_amount_rub,sold_volume_liters,0.0943761378782758,5
Кемеровская область,weighted_price_rub_per_liter,fuel_sale_count,0.3921033741708808,5
Кемеровская область,sold_volume_liters,fuel_sale_count,0.4455781642377697,5
Кемеровская область,fuel_sale_count,fuel_sale_count,1.0,5
Кемеровская область,sales_revenue_rub,fuel_sale_count,0.5811982515228743,5
Кемеровская область,fine_count,fuel_sale_count,0.7879476282467865,5
Кемеровская область,fined_clients,fuel_sale_count,0.9068717590441169,5
Кемеровская область,total_fine_amount_rub,fuel_sale_count,0.7611261500635196,5
Кемеровская область,average_fine_amount_rub,fuel_sale_count,-0.74301536752296,5
Кемеровская область,weighted_price_rub_per_liter,sales_revenue_rub,-0.011615926764506675,5
Кемеровская область,sold_volume_liters,sales_revenue_rub,0.9573433066719821,5
Кемеровская область,fuel_sale_count,sales_revenue_rub,0.5811982515228743,5
Кемеровская область,sales_revenue_rub,sales_revenue_rub,1.0,5
Кемеровская область,fine_count,sales_revenue_rub,0.1045053721321522,5
Кемеровская область,fined_clients,sales_revenue_rub,0.44365209304444475,5
Кемеровская область,total_fine_amount_rub,sales_revenue_rub,0.18279525741943284,5
Кемеровская область,average_fine_amount_rub,sales_revenue_rub,0.016908958414115594,5
Кемеровская область,weighted_price_rub_per_liter,fine_count,0.6658579834418135,5
Кемеровская область,sold_volume_liters,fine_count,-0.09157016425268075,5
Кемеровская область,fuel_sale_count,fine_count,0.7879476282467865,5
Кемеровская область,sales_revenue_rub,fine_count,0.1045053721321522,5
Кемеровская область,fine_count,fine_count,1.0,5
Кемеровская область,fined_clients,fine_count,0.8851309806999149,5
Кемеровская область,total_fine_amount_rub,fine_count,0.9720037996698276,5
Кемеровская область,average_fine_amount_rub,fine_count,-0.8853963885381805,5
Кемеровская область,weighted_price_rub_per_liter,fined_clients,0.7386081358446384,5
Кемеровская область,sold_volume_liters,fined_clients,0.21251142249941019,5
Кемеровская область,fuel_sale_count,fined_clients,0.9068717590441169,5
Кемеровская область,sales_revenue_rub,fined_clients,0.44365209304444475,5
Кемеровская область,fine_count,fined_clients,0.8851309806999149,5
Кемеровская область,fined_clients,fined_clients,1.0,5
Кемеровская область,total_fine_amount_rub,fined_clients,0.9294602015568889,5
Кемеровская область,average_fine_amount_rub,fined_clients,-0.6681922108975005,5
Кемеровская область,weighted_price_rub_per_liter,total_fine_amount_rub,0.7981485127200889,5
Кемеровская область,sold_volume_liters,total_fine_amount_rub,-0.05592518139663592,5
Кемеровская область,fuel_sale_count,total_fine_amount_rub,0.7611261500635196,5
Кемеровская область,sales_revenue_rub,total_fine_amount_rub,0.18279525741943284,5
Кемеровская область,fine_count,total_fine_amount_rub,0.9720037996698276,5
Кемеровская область,fined_clients,total_fine_amount_rub,0.9294602015568889,5
Кемеровская область,total_fine_amount_rub,total_fine_amount_rub,1.0,5
Кемеровская область,average_fine_amount_rub,total_fine_amount_rub,-0.7522621107662536,5
Кемеровская область,weighted_price_rub_per_liter,average_fine_amount_rub,-0.2806193681949604,5
Кемеровская область,sold_volume_liters,average_fine_amount_rub,0.0943761378782758,5
Кемеровская область,fuel_sale_count,average_fine_amount_rub,-0.74301536752296,5
Кемеровская область,sales_revenue_rub,average_fine_amount_rub,0.016908958414115594,5
Кемеровская область,fine_count,average_fine_amount_rub,-0.8853963885381805,5
Кемеровская область,fined_clients,average_fine_amount_rub,-0.6681922108975005,5
Кемеровская область,total_fine_amount_rub,average_fine_amount_rub,-0.7522621107662536,5
Кемеровская область,average_fine_amount_rub,average_fine_amount_rub,1.0,5
Ленинградская область,weighted_price_rub_per_liter,weighted_price_rub_per_liter,1.0,5
Ленинградская область,sold_volume_liters,weighted_price_rub_per_liter,-0.8623500841204789,5
Ленинградская область,fuel_sale_count,weighted_price_rub_per_liter,-0.9007839397172039,5
Ленинградская область,sales_revenue_rub,weighted_price_rub_per_liter,-0.8464671607110412,5
Ленинградская область,fine_count,weighted_price_rub_per_liter,-0.48072781360626005,5
Ленинградская область,fined_clients,weighted_price_rub_per_liter,-0.10352452464342028,5
Ленинградская область,total_fine_amount_rub,weighted_price_rub_per_liter,-0.7845935498254347,5
Ленинградская область,average_fine_amount_rub,weighted_price_rub_per_liter,-0.9503895939810896,5
Ленинградская область,weighted_price_rub_per_liter,sold_volume_liters,-0.8623500841204789,5
Ленинградская область,sold_volume_liters,sold_volume_liters,1.0,5
Ленинградская область,fuel_sale_count,sold_volume_liters,0.9766884272463024,5
Ленинградская область,sales_revenue_rub,sold_volume_liters,0.9995228555161074,5
Ленинградская область,fine_count,sold_volume_liters,0.41757183022124095,5
Ленинградская область,fined_clients,sold_volume_liters,0.07430639445402827,5
Ленинградская область,total_fine_amount_rub,sold_volume_liters,0.7157062260077741,5
Ленинградская область,average_fine_amount_rub,sold_volume_liters,0.8693949387695757,5
Ленинградская область,weighted_price_rub_per_liter,fuel_sale_count,-0.9007839397172039,5
Ленинградская область,sold_volume_liters,fuel_sale_count,0.9766884272463024,5
Ленинградская область,fuel_sale_count,fuel_sale_count,1.0,5
Ленинградская область,sales_revenue_rub,fuel_sale_count,0.9727304461073145,5
Ленинградская область,fine_count,fuel_sale_count,0.5804315507454237,5
Ленинградская область,fined_clients,fuel_sale_count,0.2527198529612287,5
Ленинградская область,total_fine_amount_rub,fuel_sale_count,0.8458586061511396,5
Ленинградская область,average_fine_amount_rub,fuel_sale_count,0.8804913512613427,5
Ленинградская область,weighted_price_rub_per_liter,sales_revenue_rub,-0.8464671607110412,5
Ленинградская область,sold_volume_liters,sales_revenue_rub,0.9995228555161074,5
Ленинградская область,fuel_sale_count,sales_revenue_rub,0.9727304461073145,5
Ленинградская область,sales_revenue_rub,sales_revenue_rub,1.0,5
Ленинградская область,fine_count,sales_revenue_rub,0.41186969828997716,5
Ленинградская область,fined_clients,sales_revenue_rub,0.07347783423254566,5
Ленинградская область,total_fine_amount_rub,sales_revenue_rub,0.705998663017157,5
Ленинградская область,average_fine_amount_rub,sales_revenue_rub,0.8555724235170555,5
Ленинградская область,weighted_price_rub_per_liter,fine_count,-0.48072781360626005,5
Ленинградская область,sold_volume_liters,fine_count,0.41757183022124095,5
Ленинградская область,fuel_sale_count,fine_count,0.5804315507454237,5
Ленинградская область,sales_revenue_rub,fine_count,0.41186969828997716,5
Ленинградская область,fine_count,fine_count,1.0,5
Ленинградская область,fined_clients,fine_count,0.9166003684245605,5
Ленинградская область,total_fine_amount_rub,fine_count,0.9065797709143866,5
Ленинградская область,average_fine_amount_rub,fine_count,0.2926380264392226,5
Ленинградская область,weighted_price_rub_per_liter,fined_clients,-0.10352452464342028,5
Ленинградская область,sold_volume_liters,fined_clients,0.07430639445402827,5
Ленинградская область,fuel_sale_count,fined_clients,0.2527198529612287,5
Ленинградская область,sales_revenue_rub,fined_clients,0.07347783423254566,5
Ленинградская область,fine_count,fined_clients,0.9166003684245605,5
Ленинградская область,fined_clients,fined_clients,1.0,5
Ленинградская область,total_fine_amount_rub,fined_clients,0.6878995299757594,5
Ленинградская область,average_fine_amount_rub,fined_clients,-0.06682822274320337,5
Ленинградская область,weighted_price_rub_per_liter,total_fine_amount_rub,-0.7845935498254347,5
Ленинградская область,sold_volume_liters,total_fine_amount_rub,0.7157062260077741,5
