client_id,weeks_post,weeks_pre,fines_post,fines_pre,liters_post,liters_pre,fuel_cost_post,fuel_cost_pre,fine_rate_30d_post,fine_rate_30d_pre,fuel_rate_30d_post,fuel_rate_30d_pre,fuel_price_pre,fuel_price_post,fuel_change,fine_change,price_change,proportional_fine_counterfactual,fine_above_proportional
00259fdf67f9dd585984c4ec077e548a,13,8,6.0,1.0,231.64999999999998,304.18,15313.225199999999,20293.9816,1.978021978021978,0.5357142857142857,76.36813186813187,162.95357142857145,66.71701492537314,66.10500841787179,-86.58543956043958,1.4423076923076925,-0.6120065075013486,0.39305184041394453,1.5849701376080336
002b5b19c361112c5e55b2ae6349a78a,13,8,0.0,0.0,529.15,442.76,39985.2943,31480.497499999998,0.0,0.0,174.44505494505495,237.19285714285712,71.10059061342487,75.56514088632713,-62.74780219780217,0.0,4.464550272902258,0.0,0.0
002bd011c814b52db526509ff5e1f1c7,13,8,0.0,0.0,173.26,352.8,14064.258,25601.3507,0.0,0.0,57.11868131868132,189.0,72.56618679138322,81.17429297010274,-131.88131868131867,0.0,8.608106178719524,0.0,0.0
002c75ad7788cbe89590bee8f41a3c65,13,8,0.0,0.0,535.3,287.87,38474.3156,20088.236,0.0,0.0,176.47252747252745,154.2160714285714,69.78231840761455,71.87430524939288,22.256456043956035,0.0,2.091986841778322,0.0,0.0
002dc4455bcd9e2c288ec51e2ee1c10f,13,8,2.0,2.0,286.15,352.84,20314.5831,24368.0104,0.6593406593406594,1.0714285714285714,94.33516483516483,189.02142857142854,69.06249404829384,70.99277686528045,-94.68626373626371,-0.41208791208791196,1.9302828169866046,0.7861036808278891,-0.12676302148722962
00374ae9493885c5b9f553620946849f,13,8,0.0,0.0,135.07,261.81,9680.6113,18315.6223,0.0,0.0,44.528571428571425,140.25535714285715,69.95768801802834,71.6710690752943,-95.72678571428573,0.0,1.7133810572659627,0.0,0.0
00393890ba60ba496e34d573ca10d464,13,8,1.0,0.0,80.31,228.58,5353.867200000001,14606.0728,0.3296703296703297,0.0,26.475824175824176,122.45357142857142,63.899172281039455,66.66501307433695,-95.97774725274725,0.3296703296703297,2.7658407932974995,0.0,0.3296703296703297
003963b051acbe3a022d96bf86fc48f4,13,8,6.0,4.0,118.29,427.63,8585.037,28449.459,1.978021978021978,2.142857142857143,38.996703296703295,229.08749999999998,66.52821130416481,72.57618564544762,-190.0907967032967,-0.1648351648351647,6.04797434128281,1.5722073616557781,0.4058146163662
003d4b2acdb3fb20900a5e7aac409e31,13,8,1.0,0.0,178.4,158.25,12479.5717,10937.171199999999,0.3296703296703297,0.0,58.81318681318682,84.77678571428572,69.11324612954186,69.95275616591928,-25.963598901098905,0.3296703296703297,0.839510036377419,0.0,0.3296703296703297
003dd20e0f1d373b4b1509005e11be0a,13,8,6.0,0.0,46.08,253.43,3294.72,17497.7366,1.978021978021978,0.0,15.19120879120879,135.76607142857145,69.04366728485184,71.5,-120.57486263736266,1.978021978021978,2.4563327151481644,0.0,1.978021978021978
00469abd7e545537d8dc98385a5c4626,13,8,0.0,0.0,150.09,0.0,10457.8632,0.0,0.0,0.0,49.480219780219784,0.0,,69.67728163102139,49.480219780219784,0.0,,0.0,0.0
0046d4544114f44dfc97a404dc23d7f9,13,8,2.0,2.0,490.11,186.03,33088.5421,12424.210500000001,0.6593406593406594,1.0714285714285714,161.57472527472527,99.65892857142858,66.78605870020965,67.51248107567689,61.91579670329669,-0.41208791208791196,0.7264223754672372,0.7861036808278891,-0.12676302148722962
00479fb3afdd783a0dbddcffe5062ece,13,8,0.0,2.0,0.0,147.35,0.0,9884.178100000001,0.0,1.0714285714285714,0.0,78.9375,67.0795934848999,,-78.9375,-1.0714285714285714,,0.7861036808278891,-0.7861036808278891
004d02d91d0f4bdce4eed7411e951ded,13,8,0.0,0.0,171.64,179.84,11937.1369,11831.0113,0.0,0.0,56.58461538461538,96.34285714285714,65.78631728202846,69.54752330459101,-39.75824175824176,0.0,3.761206022562547,0.0,0.0
004dc2525ae3c058b6233f5e5bae3cca,13,8,0.0,0.0,152.87,112.28,10382.2713,7000.2654,0.0,0.0,50.3967032967033,60.15,62.34650338439615,67.9156884934912,-9.753296703296698,0.0,5.569185109095052,0.0,0.0
004ff7391e0a9ebae5119a1571607a69,13,8,0.0,0.0,328.78,193.93,23027.384,13554.5046,0.0,0.0,108.38901098901097,103.89107142857142,69.89379982467901,70.03888314374353,4.497939560439548,0.0,0.14508331906452554,0.0,0.0
005209bb6af0748611703274e0e8a991,13,8,1.0,0.0,316.33,0.0,22874.4796,0.0,0.3296703296703297,0.0,104.28461538461538,0.0,,72.31207789333924,104.28461538461538,0.3296703296703297,,0.0,0.3296703296703297
00537d74d342bbbd836dc32974f75eb9,13,8,0.0,0.0,149.92,329.23,10140.232,21852.422,0.0,0.0,49.42417582417582,176.3732142857143,66.37433405218236,67.63762006403415,-126.94903846153849,0.0,1.2632860118517897,0.0,0.0
005a8681bc643b3a50fe016b2e9cfd12,13,8,0.0,0.0,122.17999999999999,230.03,10093.559799999999,18423.4737,0.0,0.0,40.27912087912088,123.23035714285713,80.09161283310871,82.6122098543133,-82.95123626373625,0.0,2.520597021204594,0.0,0.0
005ae704f2625b03e461351f0813930f,13,8,2.0,1.0,130.68,0.0,12321.817200000001,0.0,0.6593406593406594,0.5357142857142857,43.081318681318685,0.0,,94.29,43.081318681318685,0.12362637362637374,,0.39305184041394453,0.2662888189267149
0063a78624407f2404e4f07bfa5fa46b,13,8,1.0,0.0,360.40999999999997,356.55,26008.556299999997,24599.061999999998,0.3296703296703297,0.0,118.8164835164835,191.00892857142858,68.99190015425606,72.16380316861353,-72.19244505494508,0.3296703296703297,3.1719030143574685,0.0,0.3296703296703297
0067d11cf545eb2b31362410010825a8,13,8,0.0,0.0,314.46,61.52,20370.9608,3901.0496,0.0,0.0,103.66813186813187,32.957142857142856,63.41107932379713,64.78076957323667,70.71098901098901,0.0,1.369690249439536,0.0,0.0
00696d9f0703d1eb31437fd15007ed95,13,8,0.0,3.0,706.03,0.0,51051.5691,0.0,0.0,1.607142857142857,232.75714285714284,0.0,,72.30793181592851,232.75714285714284,-1.607142857142857,,1.1791555212418336,-1.1791555212418336
006b70d24c304a585fdbbff009d72417,13,8,0.0,2.0,140.37,204.78,9522.7133,13695.0557,0.0,1.0714285714285714,46.275824175824184,109.70357142857142,66.87692010938568,67.84008905036688,-63.42774725274724,-1.0714285714285714,0.9631689409812054,0.7861036808278891,-0.7861036808278891
00722a40b0dede3f72aaf0733cd97142,13,8,0.0,6.0,220.1,50.62,15462.1274,3544.9186,0.0,3.214285714285714,72.56043956043956,27.117857142857144,70.03,70.25046524307133,45.442582417582415,-3.214285714285714,0.22046524307133097,2.3583110424836673,-2.3583110424836673
0073e4beaab4eb59f770f9a02dc85f35,13,8,0.0,0.0,106.86,324.96,8137.9468,21600.2036,0.0,0.0,35.22857142857143,174.0857142857143,66.47034588872478,76.15521991390604,-138.85714285714286,0.0,9.684874025181259,0.0,0.0
007517082f5ff10c2811c28499199e7f,13,8,0.0,0.0,298.78000000000003,259.78999999999996,25185.541400000002,18039.1692,0.0,0.0,98.4989010989011,139.17321428571427,69.43750413795759,84.29460271771872,-40.674313186813166,0.0,14.857098579761129,0.0,0.0
00764683ab9857bc90f2a890ca1e5ee4,13,8,3.0,1.0,112.55,10.62,6224.117,659.502,0.989010989010989,0.5357142857142857,37.104395604395606,5.689285714285714,62.1,55.30090626388272,31.415109890109893,0.45329670329670335,-6.799093736117278,0.39305184041394453,0.5959591485970446
00772917226608d1e1afaf833b7324ee,13,8,0.0,0.0,282.0,0.0,20120.304,0.0,0.0,0.0,92.96703296703296,0.0,,71.34859574468085,92.96703296703296,0.0,,0.0,0.0
007ab19887153d30e434746e1ee343c4,13,8,0.0,0.0,230.25,297.63,15670.6195,20117.1247,0.0,0.0,75.9065934065934,159.44464285714284,67.5910516412996,68.05915092290988,-83.53804945054944,0.0,0.4680992816102787,0.0,0.0
00802ccf739cd1eba6aad4828a741518,13,8,0.0,0.0,180.06,158.15,12737.4855,10823.6472,0.0,0.0,59.360439560439566,84.72321428571429,68.43912235219727,70.7402282572476,-25.362774725274726,0.0,2.3011059050503206,0.0,0.0
0083b9172cd5ac05e11cfb0d35e857ab,13,8,4.0,0.0,51.62,377.58,5058.243799999999,25099.6074,1.3186813186813189,0.0,17.017582417582418,202.27499999999998,66.47493882091213,97.99,-185.25741758241756,1.3186813186813189,31.515061179087866,0.0,1.3186813186813189
0085ca4c9fa4b7e53a3c9a20b945e097,13,8,1.0,1.0,127.16,229.99,8016.684,14268.162,0.3296703296703297,0.5357142857142857,41.92087912087912,123.20892857142857,62.03818426888125,63.044070462409564,-81.28804945054945,-0.20604395604395598,1.0058861935283119,0.39305184041394453,-0.06338151074361481
0090a3cc0e55f6dccdc423a6f15905af,13,8,1.0,3.0,413.68,24.54,27513.8944,1556.0813999999998,0.3296703296703297,1.607142857142857,136.378021978022,13.146428571428572,63.41,66.51009089151034,123.23159340659342,-1.2774725274725274,3.100090891510348,1.1791555212418336,-0.8494851915715039
0094a8918fed3cdce6f7d064ab40355e,13,8,0.0,0.0,244.35,223.36,15060.9516,13730.2736,0.0,0.0,80.55494505494505,119.65714285714287,61.471497134670486,61.63679803560467,-39.10219780219782,0.0,0.16530090093418437,0.0,0.0
00971a88c9d5e8bbecaa0e6b052f9e01,13,8,2.0,0.0,149.29,606.47,9694.0481,40111.5754,0.6593406593406594,0.0,49.216483516483514,324.8946428571429,66.13942223028344,64.93434322459643,-275.6781593406594,0.6593406593406594,-1.2050790056870113,0.0,0.6593406593406594
00992762df39c1fd24f7a10bfa44e4c5,13,8,0.0,0.0,173.09,0.0,11266.814699999999,0.0,0.0,0.0,57.06263736263737,0.0,,65.09223352013403,57.06263736263737,0.0,,0.0,0.0
00a1a70917628c1300a56ee4bd8a2e91,13,8,3.0,7.0,198.86,146.45,14291.1901,10741.8857,0.989010989010989,3.75,65.55824175824176,78.45535714285714,73.34848548992831,71.8655843306849,-12.897115384615375,-2.760989010989011,-1.4829011592434114,2.7513628828976118,-1.7623518938866227
00a4f16d088756ded1b1a92d8b4dbefe,13,8,0.0,0.0,0.0,298.71999999999997,0.0,20519.6478,0.0,0.0,0.0,160.0285714285714,68.69191148901982,,-160.0285714285714,0.0,,0.0,0.0
00aab4d860fae1943151654cc8349c59,13,8,5.0,5.0,45.519999999999996,210.09999999999997,3322.4503999999997,14921.034599999999,1.6483516483516483,2.678571428571429,15.006593406593407,112.5535714285714,71.01872727272728,72.98880492091388,-97.54697802197799,-1.0302197802197806,1.970077648186603,1.965259202069723,-0.3169075537180748
00ab11b71387558d338dd190274f0e07,13,8,3.0,0.0,135.35,69.6,10246.9905,5397.637999999999,0.989010989010989,0.0,44.620879120879124,37.28571428571428,77.55227011494252,75.70735500554119,7.335164835164846,0.989010989010989,-1.8449151094013274,0.0,0.989010989010989
00ac51ecb385c1394339c798e1b88dec,13,8,11.0,14.0,270.56,870.23,25437.078,83259.9672,3.6263736263736264,7.5,89.19560439560439,466.19464285714287,95.67581811704952,94.01640301596689,-376.9990384615385,-3.8736263736263736,-1.6594151010826295,5.5027257657952235,-1.8763521394215972
00b04b35e5373bc89cacf6c5ce14bd9a,13,8,0.0,0.0,279.96,178.1,23444.468200000003,12239.571199999998,0.0,0.0,92.2945054945055,95.41071428571429,68.72302751263335,83.74220674382056,-3.1162087912087912,0.0,15.01917923118721,0.0,0.0
00b0915d211984ce60478b7cd180a0db,13,8,0.0,2.0,209.07,0.0,14179.8103,0.0,0.0,1.0714285714285714,68.92417582417582,0.0,,67.82326637011528,68.92417582417582,-1.0714285714285714,,0.7861036808278891,-0.7861036808278891
00b12d60f20c4d2acf852c31caa5bf3b,13,8,0.0,0.0,886.45,333.73,61962.8749,23291.7372,0.0,0.0,292.2362637362637,178.78392857142856,69.79215893087226,69.9000224490947,113.45233516483515,0.0,0.10786351822244455,0.0,0.0
00b1e8a4b6b358202e0b952dc407c337,13,8,0.0,0.0,123.19,0.0,8740.251,0.0,0.0,0.0,40.612087912087915,0.0,,70.94935465541035,40.612087912087915,0.0,,0.0,0.0
00b9cf7ddccc76fa5223f245ee7a0a1a,13,8,0.0,0.0,177.48,313.72,13874.465799999998,23653.7278,0.0,0.0,58.50989010989011,168.06428571428575,75.39757682009434,78.17481293666891,-109.55439560439564,0.0,2.7772361165745707,0.0,0.0
00bd2fb3c751939b7a9dfbec13c37906,13,8,0.0,1.0,177.79,118.83999999999999,12767.8019,8326.1936,0.0,0.5357142857142857,58.61208791208791,63.664285714285704,70.06221474251095,71.8139484785421,-5.052197802197796,-0.5357142857142857,1.7517337360311558,0.39305184041394453,-0.39305184041394453
00c27b9cd01f65188dbe18fd2dd1e8b6,13,8,0.0,0.0,292.07000000000005,250.26,20088.522800000002,17269.9155,0.0,0.0,96.2868131868132,134.06785714285712,69.00789379045793,68.77982264525627,-37.781043956043916,0.0,-0.22807114520165328,0.0,0.0
00c2d81ea3cc27df70c6fa86cfd0442d,13,8,10.0,4.0,542.73,195.82999999999998,42452.091499999995,13974.820600000001,3.2967032967032965,2.142857142857143,178.92197802197805,104.90892857142856,71.36200071490579,78.21954102408195,74.01304945054949,1.1538461538461537,6.857540309176159,1.5722073616557781,1.7244959350475184
00c4c81ae8d446d9b949b50190eafb4c,13,8,1.0,2.0,191.27,120.85000000000001,13082.4141,7966.5862,0.3296703296703297,1.0714285714285714,63.056043956043965,64.74107142857143,65.92127596193627,68.39762691483243,-1.6850274725274659,-0.7417582417582417,2.476350952896155,0.7861036808278891,-0.45643335115755934
00c52e3ee1c640cbcd75923eaf704909,13,8,2.0,1.0,76.24,40.62,5111.611,2729.664,0.6593406593406594,0.5357142857142857,25.134065934065934,21.760714285714286,67.2,67.04631427072403,3.3733516483516475,0.12362637362637374,-0.15368572927597768,0.39305184041394453,0.2662888189267149
00cc6ff98fcee4c8355e4aa17d157cd2,13,8,6.0,0.0,286.32,913.81,21642.1172,73284.8669,1.978021978021978,0.0,94.3912087912088,489.5410714285714,80.19705069981724,75.58716540933221,-395.1498626373626,1.978021978021978,-4.609885290485025,0.0,1.978021978021978
00cedaf3f49dcd0906f1774e74847f77,13,8,0.0,0.0,168.15,222.77999999999997,11630.2852,13817.0952,0.0,0.0,55.434065934065934,119.34642857142855,62.021255049824944,69.1661326196848,-63.91236263736261,0.0,7.144877569859858,0.0,0.0
00d25acdddd8dea24f705b7b12219d70,13,8,0.0,0.0,153.01,0.0,10563.1779,0.0,0.0,0.0,50.442857142857136,0.0,,69.03586628324948,50.442857142857136,0.0,,0.0,0.0
00d3b51ab560d3dd792364b2ce95b33c,13,8,0.0,0.0,386.95,309.22,28118.8891,21767.6135,0.0,0.0,127.56593406593407,165.65357142857144,70.39523155035249,72.66801679803592,-38.087637362637366,0.0,2.27278524768343,0.0,0.0
00d74384d25407348490c31fcba9c253,13,8,4.0,1.0,316.48,0.0,23877.0673,0.0,1.3186813186813189,0.5357142857142857,104.33406593406593,0.0,,75.44573843528816,104.33406593406593,0.7829670329670332,,0.39305184041394453,0.9256294782673744
00d7c04635ad3e3f78cf9746eb3314ec,13,8,6.0,8.0,0.0,881.48,0.0,85429.4568,1.978021978021978,4.285714285714286,0.0,472.2214285714286,96.91593320324908,,-472.2214285714286,-2.3076923076923075,,3.1444147233115562,-1.1663927452895781
00d89400a4fbdcdc187b06cec32c2621,13,8,16.0,12.0,250.89999999999998,28.17,17945.4022,1873.0233,5.2747252747252755,6.428571428571428,82.7142857142857,15.09107142857143,66.49,71.52412196094062,67.62321428571427,-1.1538461538461524,5.034121960940624,4.716622084967335,0.5581031897579409
00dcab7d80365088ec64102d43df89ba,13,8,2.0,1.0,78.64,184.58999999999997,5452.1764,12393.0428,0.6593406593406594,0.5357142857142857,25.925274725274726,98.88749999999999,67.13821333766727,69.33082909460835,-72.96222527472526,0.12362637362637374,2.1926157569410805,0.39305184041394453,0.2662888189267149
00dfb99913caff862de02f2a3bc3193b,13,8,1.0,1.0,219.16,254.35999999999999,16435.5494,17860.1884,0.3296703296703297,0.5357142857142857,72.25054945054946,136.2642857142857,70.21618336216386,74.99338109144004,-64.01373626373625,-0.20604395604395598,4.777197729276182,0.39305184041394453,-0.06338151074361481
00e0213174cc2cea322a640fd3b5625d,13,8,2.0,1.0,306.88,197.93,20995.574099999998,13370.9236,0.6593406593406594,0.5357142857142857,101.16923076923077,106.03392857142858,67.5537998282221,68.41623468456726,-4.86469780219781,0.12362637362637374,0.8624348563451605,0.39305184041394453,0.2662888189267149
00e075f4358b9a7be17e3fc445d6e67d,13,8,1.0,1.0,484.03,728.23,35672.151099999995,53547.5203,0.3296703296703297,0.5357142857142857,159.57032967032967,390.12321428571425,73.53105516114414,73.69822345722372,-230.55288461538458,-0.20604395604395598,0.1671682960795806,0.39305184041394453,-0.06338151074361481
00e5f85f7b4a270dc1f6ce053a27bcaa,13,8,0.0,0.0,635.34,453.5,42492.3833,29920.1484,0.0,0.0,209.45274725274726,242.94642857142858,65.97607144432193,66.88132857997293,-33.493681318681325,0.0,0.9052571356509986,0.0,0.0
00e61dc4ad67b4f2bbfe0540b2206964,13,8,0.0,0.0,193.49,59.49,13018.0551,3879.9378,0.0,0.0,63.78791208791209,31.86964285714286,65.22,67.28024755801333,31.91826923076923,0.0,2.06024755801333,0.0,0.0
00e8f6d0ffcc335f993724facefe66ce,13,8,0.0,0.0,171.07,434.92,11751.5079,29575.7778,0.0,0.0,56.39670329670329,232.99285714285713,68.00280005518256,68.69414800958673,-176.59615384615384,0.0,0.691347954404165,0.0,0.0
00edeb53f47767eebf6b884ce2ac0378,13,8,0.0,2.0,137.48,172.48,9023.375199999999,11277.998599999999,0.0,1.0714285714285714,45.32307692307692,92.39999999999999,65.38728316326531,65.63409368635438,-47.07692307692307,-1.0714285714285714,0.24681052308906715,0.7861036808278891,-0.7861036808278891
00eef53ca03765aaf9a98208e9f424e5,13,8,1.0,0.0,379.94,145.26999999999998,23293.6177,8949.048999999999,0.3296703296703297,0.0,125.25494505494504,77.82321428571429,61.6028705169684,61.30867426435753,47.431730769230754,0.3296703296703297,-0.2941962526108739,0.0,0.3296703296703297
00f1ef26458a9dc41cb5e0b55770b00d,13,8,7.0,2.0,1107.98,616.2,87197.419,48203.821800000005,2.307692307692308,1.0714285714285714,365.26813186813183,330.1071428571429,78.227558909445,78.6994521561761,35.16098901098894,1.2362637362637365,0.4718932467310992,0.7861036808278891,1.521588626864419
00f4d67e8b0cb2d34fca3f5caa9b36cf,13,8,5.0,3.0,338.83,0.0,26938.951999999997,0.0,1.6483516483516483,1.607142857142857,111.7021978021978,0.0,,79.5058052710799,111.7021978021978,0.041208791208791284,,1.1791555212418336,0.4691961271098146
00f6a8628a7f963ad01f6dc8aefc47bb,13,8,1.0,0.0,0.0,239.95,0.0,16595.0291,0.3296703296703297,0.0,0.0,128.54464285714283,69.16036299229006,,-128.54464285714283,0.3296703296703297,,0.0,0.3296703296703297
00f721a4dfbe2253abfcb819d2292602,13,8,0.0,0.0,0.0,97.0,0.0,5869.82,0.0,0.0,0.0,51.964285714285715,60.513608247422674,,-51.964285714285715,0.0,,0.0,0.0
00f8d5cff7dcd5815ba1d68f6867ab87,13,8,0.0,0.0,534.97,0.0,20709.987999999998,0.0,0.0,0.0,176.36373626373626,0.0,,38.71242873432154,176.36373626373626,0.0,,0.0,0.0
00fa475f0454960576d343cf72a3e507,13,8,1.0,0.0,370.96999999999997,152.85000000000002,26477.3396,10813.7738,0.3296703296703297,0.0,122.29780219780218,81.88392857142858,70.74762054301603,71.37326360622153,40.4138736263736,0.3296703296703297,0.6256430632055014,0.0,0.3296703296703297
00ff8a5a417519fff644e5fcae782a9e,13,8,1.0,0.0,220.81,108.00999999999999,14670.2131,7185.519200000001,0.3296703296703297,0.0,72.7945054945055,57.86249999999999,66.52642533098788,66.43817354286492,14.93200549450551,0.3296703296703297,-0.0882517881229603,0.0,0.3296703296703297
01019ba965f6f483098babb14117accf,13,8,2.0,1.0,1653.04,730.1,116175.64660000001,50593.311700000006,0.6593406593406594,0.5357142857142857,544.9582417582417,391.125,69.2964137789344,70.27999721724822,153.83324175824168,0.12362637362637374,0.9835834383138291,0.39305184041394453,0.2662888189267149
0103643751ae2c2e4095edfb88ce622a,13,8,0.0,0.0,196.59,187.51,13749.4331,13019.5177,0.0,0.0,64.8098901098901,100.45178571428572,69.4337246013546,69.93963629889618,-35.641895604395614,0.0,0.5059116975415776,0.0,0.0
0107f96f3cfb09594c24f0b2c81f012b,13,8,1.0,1.0,63.41,622.64,4265.5575,41505.674,0.3296703296703297,0.5357142857142857,20.904395604395603,333.5571428571428,66.66078954130798,67.26947642327708,-312.6527472527472,-0.20604395604395598,0.6086868819691063,0.39305184041394453,-0.06338151074361481
01112eb20e90ea7c49716b41068aed27,13,8,0.0,0.0,93.57,382.97,7336.0872,29418.7435,0.0,0.0,30.847252747252746,205.1625,76.81735775648222,78.40212888746393,-174.31524725274724,0.0,1.5847711309817072,0.0,0.0
0112b90af48aea2f7d4d393284080da2,13,8,1.0,0.0,439.33,193.45999999999998,32675.4534,13762.576700000001,0.3296703296703297,0.0,144.83406593406593,103.6392857142857,71.13913315414041,74.37564791842124,41.19478021978023,0.3296703296703297,3.2365147642808267,0.0,0.3296703296703297
0113d2acd8a1c3e34a4f678a172b96be,13,8,0.0,0.0,29.61,217.08,2076.5493,14849.182100000002,0.0,0.0,9.76153846153846,116.29285714285716,68.40419246360788,70.13000000000001,-106.5313186813187,0.0,1.725807536392125,0.0,0.0
0114c1df8eaba663ad06a1034b8b3c97,13,8,0.0,0.0,210.78,0.0,17385.9244,0.0,0.0,0.0,69.4879120879121,0.0,,82.48374798367966,69.4879120879121,0.0,,0.0,0.0
0117159792f38151a1c6fcd2cb62916d,13,8,2.0,0.0,324.98,304.93,22213.8392,21084.9315,0.6593406593406594,0.0,107.13626373626374,163.35535714285714,69.1467927065228,68.35448089113176,-56.2190934065934,0.6593406593406594,-0.7923118153910451,0.0,0.6593406593406594
011a4ff08e56563bb2518959342644da,13,8,0.0,0.0,0.0,416.65,0.0,28929.0783,0.0,0.0,0.0,223.2053571428571,69.43256522260891,,-223.2053571428571,0.0,,0.0,0.0
011d71e25339be04376cee78b8be5740,13,8,0.0,0.0,88.4,284.18,6365.7999,18891.475899999998,0.0,0.0,29.142857142857146,152.2392857142857,66.47714793440775,72.01131108597285,-123.09642857142856,0.0,5.534163151565096,0.0,0.0
011fd7349e3b1aac8dbbeca25a6586ac,13,8,8.0,2.0,639.68,533.13,43451.7365,35450.33,2.6373626373626378,1.0714285714285714,210.88351648351647,285.60535714285714,66.49471986194737,67.92730193221611,-74.72184065934067,1.5659340659340664,1.4325820702687366,0.7861036808278891,1.8512589565347488
01208988c3d13e2189666b974db125f6,13,8,0.0,0.0,162.62,104.35,11841.953,7105.3393,0.0,0.0,53.61098901098901,55.901785714285715,68.0914163871586,72.81978231459844,-2.2907967032967065,0.0,4.728365927439839,0.0,0.0
0121775d43cafdeb05ea65d26034986e,13,8,0.0,0.0,320.71999999999997,0.0,23268.5269,0.0,0.0,0.0,105.73186813186811,0.0,,72.55090702170118,105.73186813186811,0.0,,0.0,0.0
012244c2e1645a9d25f1b339689fc935,13,8,9.0,1.0,311.03,120.25,22446.7384,8385.0861,2.9670329670329667,0.5357142857142857,102.53736263736263,64.41964285714285,69.73044573804574,72.1690460727261,38.11771978021979,2.431318681318681,2.438600334680359,0.39305184041394453,2.5739811266190222
