client_id,cars_count,brands_count,car_price_mean,car_price_median,car_price_min,car_price_max,car_price_std,car_price_missing_count,car_age_mean,car_age_min,car_age_max,engine_l_mean,engine_l_max,horsepower_mean,horsepower_max,april_2025_fines_total,may_2025_fines_total,jun_2025_fines_total,jul_2025_fines_total,aug_2025_fines_total,fines_2025_5m_total,fines_last_6m_total,fines_7_12m_total,fines_13_24m_total,fines_25_36m_total,fines_last_12m_total,fines_last_24m_total,fines_last_36m_total,first_subscription_date,last_subscription_date,car_value_total,car_price_range,car_age_range,car_price_missing_share,historical_fines_5m_per_car,historical_fines_12m_per_car,service_tenure_years,subscription_after_cutoff,gender,age_type_code,home_region_code,fuel_transactions_pre,fuel_refund_orders_pre,fuel_refund_volume_pre,fuel_orders_pre,fuel_active_days_pre,fuel_liters_pre,fuel_spend_pre,fuel_mean_fill_liters_pre,fuel_median_fill_liters_pre,fuel_weighted_price_pre,fuel_refund_share_pre,fuel_orders_per_week_pre,fuel_active_days_per_week_pre,fuel_liters_per_week_pre,fuel_spend_per_week_pre,has_pre_fuel,fines_pre,fine_amount_pre,offence_types_pre,fine_active_days_pre,fines_per_week_pre,fine_amount_per_week_pre,has_pre_fine,fines_per_1000_liters_pre,cluster_id,cluster_label
6dce08383637534987672525711c818a,1,1,9329300.0,9329300.0,9329300.0,9329300.0,0.0,0,5.0,5.0,5.0,3.0,3.0,249.0,249.0,0,0,0,3,2,5,2,6,3,0,8,11,11,2024-10-14,2024-10-14,9329300.0,0.0,0.0,0.0,5.0,8.0,1.626283367556468,0,,A40,77,4.0,0.0,-0.0,4.0,4.0,290.35,22453.052499999998,72.5875,79.625,77.33098846220078,0.0,0.3835616438356164,0.3835616438356164,27.84178082191781,2153.032431506849,1.0,1.0,750.0,1.0,1.0,0.0958904109589041,71.91780821917808,1.0,3.444119166523161,2,"Кластер 2: новые автомобили, дорогой автопарк"
c034cf1c995d62009586c001d91b715b,1,1,828846.0,828846.0,828846.0,828846.0,0.0,0,17.0,17.0,17.0,1.6,1.6,100.0,100.0,2,4,3,9,2,20,16,26,15,3,42,57,60,2024-08-18,2024-08-18,828846.0,0.0,0.0,0.0,20.0,42.0,1.782340862422998,0,M,A20,50,7.0,0.0,-0.0,7.0,7.0,198.96,13461.3756,28.422857142857143,27.68,67.65870325693606,0.0,0.6712328767123288,0.6712328767123288,19.07835616438356,1290.8168383561642,1.0,9.0,6750.0,1.0,6.0,0.863013698630137,647.2602739726027,1.0,45.23522316043425,1,"Кластер 1: возрастные автомобили, доступный автопарк"
bcc011f9369fb6580da1276d842cfd28,1,1,995800.0,995800.0,995800.0,995800.0,0.0,0,18.0,18.0,18.0,1.4,1.4,80.0,80.0,0,0,0,0,2,2,2,2,2,0,4,6,6,2025-11-27,2025-11-27,995800.0,0.0,0.0,0.0,2.0,4.0,0.5065023956194388,0,M,A20,24,3.0,0.0,-0.0,3.0,3.0,112.47,7514.809799999999,37.49,35.62,66.81612696719124,0.0,0.2876712328767123,0.2876712328767123,10.784794520547944,720.5981999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"Кластер 1: возрастные автомобили, доступный автопарк"
fb2d3ca15de55c7ee30ae5f163b55c67,1,1,2973076.0,2973076.0,2973076.0,2973076.0,0.0,0,8.0,8.0,8.0,2.0,2.0,220.0,220.0,0,0,0,0,0,0,7,0,0,0,7,7,7,2026-06-08,2026-06-08,2973076.0,0.0,0.0,0.0,0.0,7.0,0.0,1,M,A20,16,11.0,0.0,-0.0,11.0,10.0,341.03,22415.562,31.00272727272727,28.27,65.72900331349149,0.0,1.0547945205479452,0.958904109589041,32.70150684931507,2149.4374520547944,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,"Кластер 2: новые автомобили, дорогой автопарк"
206a4364c696ef7702bd57827783046f,1,1,4044286.0,4044286.0,4044286.0,4044286.0,0.0,0,2.0,2.0,2.0,2.0,2.0,238.0,238.0,0,0,0,1,0,1,1,6,1,0,7,8,8,2024-12-13,2024-12-13,4044286.0,0.0,0.0,0.0,1.0,7.0,1.462012320328542,0,M,A40,77,2.0,0.0,-0.0,2.0,2.0,73.24,5192.985000000001,36.62,36.62,70.90367285636266,0.0,0.1917808219178082,0.1917808219178082,7.023013698630137,497.9574657534247,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,"Кластер 2: новые автомобили, дорогой автопарк"
897a266fb8d19be25762bca28fabc708,1,1,968800.0,968800.0,968800.0,968800.0,0.0,0,14.0,14.0,14.0,2.7,2.7,128.0,128.0,1,0,1,0,1,3,3,6,0,2,9,9,11,2026-01-14,2026-01-14,968800.0,0.0,0.0,0.0,3.0,9.0,0.3750855578370979,0,F,A40,74,2.0,0.0,-0.0,2.0,2.0,91.24,5789.178,45.62,45.62,63.45,0.0,0.1917808219178082,0.1917808219178082,8.74904109589041,555.1266575342465,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"Кластер 1: возрастные автомобили, доступный автопарк"
271a02bd1c978d022e359a9907f8c8fc,2,2,1283841.5,1283841.5,1125578.0,1442105.0,223818.38812863434,0,13.5,13.0,14.0,1.5,1.6,113.5,122.0,0,3,0,1,2,6,18,17,1,0,35,36,36,2024-09-10,2026-06-21,2567683.0,316527.0,1.0,0.0,3.0,17.5,1.7193702943189597,0,F,A20,47,1.0,0.0,-0.0,1.0,1.0,43.62,2991.4595999999997,43.62,43.62,68.58,0.0,0.0958904109589041,0.0958904109589041,4.182739726027397,286.85229041095886,1.0,5.0,4000.0,1.0,4.0,0.4794520547945205,383.56164383561645,1.0,114.62631820265933,3,"Кластер 3: несколько автомобилей, дорогой автопарк"
20437a90cd5dc33a22acab3c32bee2c6,1,1,2178641.0,2178641.0,2178641.0,2178641.0,0.0,0,10.0,10.0,10.0,2.0,2.0,179.0,179.0,0,3,1,2,4,10,6,15,8,7,21,29,36,2024-06-14,2024-06-14,2178641.0,0.0,0.0,0.0,10.0,21.0,1.9603011635865846,0,F,A20,16,10.0,0.0,-0.0,10.0,10.0,350.34999999999997,22136.4308,35.035,35.62,63.18376138147567,0.0,0.958904109589041,0.958904109589041,33.59520547945205,2122.671446575342,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,"Кластер 2: новые автомобили, дорогой автопарк"
3c615f526a033392ffdf00b7c14efad5,1,1,1557893.0,1557893.0,1557893.0,1557893.0,0.0,0,13.0,13.0,13.0,2.0,2.0,141.0,141.0,2,5,3,2,1,13,8,16,3,14,24,27,41,2021-05-06,2021-05-06,1557893.0,0.0,0.0,0.0,13.0,24.0,5.06776180698152,0,M,A40,66,12.0,0.0,-0.0,12.0,12.0,490.8,31316.4205,40.9,37.14,63.806887734311324,0.0,1.1506849315068493,1.1506849315068493,47.06301369863014,3002.9444315068495,1.0,2.0,2250.0,2.0,2.0,0.1917808219178082,215.75342465753425,1.0,4.074979625101874,1,"Кластер 1: возрастные автомобили, доступный автопарк"
1f0dde97878948dcbd7991b6642d18c2,1,1,543125.0,543125.0,543125.0,543125.0,0.0,0,22.0,22.0,22.0,1.5,1.5,102.0,102.0,0,0,0,0,0,0,3,0,0,0,3,3,3,2026-07-02,2026-07-02,543125.0,0.0,0.0,0.0,0.0,3.0,0.0,1,M,A20,66,4.0,0.0,-0.0,4.0,4.0,137.48,8500.9484,34.37,35.62,61.8340733197556,0.0,0.3835616438356164,0.3835616438356164,13.183013698630136,815.1594356164383,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"Кластер 1: возрастные автомобили, доступный автопарк"
e0d5162cc8c04de9183a2bc4ce3d9f82,1,1,1183307.0,1183307.0,1183307.0,1183307.0,0.0,0,15.0,15.0,15.0,1.8,1.8,152.0,152.0,1,11,1,5,1,19,0,20,8,0,20,28,28,2024-12-15,2024-12-15,1183307.0,0.0,0.0,0.0,19.0,20.0,1.4565366187542779,0,M,A20,16,12.0,0.0,-0.0,12.0,10.0,306.44,20173.96,25.536666666666665,28.12,65.83331157812296,0.0,1.1506849315068493,0.958904109589041,29.384657534246575,1934.489315068493,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"Кластер 1: возрастные автомобили, доступный автопарк"
7ee4bf3d07a3081cd25182c2e12674b9,1,1,988618.0,988618.0,988618.0,988618.0,0.0,0,15.0,15.0,15.0,1.4,1.4,140.0,140.0,0,2,0,1,5,8,10,12,3,0,22,25,25,2024-09-11,2024-09-11,988618.0,0.0,0.0,0.0,8.0,22.0,1.7166324435318274,0,F,A20,74,14.0,0.0,-0.0,14.0,14.0,336.97,22641.1042,24.069285714285716,25.62,67.19026678932843,0.0,1.3424657534246576,1.3424657534246576,32.31219178082192,2171.06478630137,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"Кластер 1: возрастные автомобили, доступный автопарк"
5c096beada99518a9b4b1f9da87d7933,2,2,1327371.5,1327371.5,1035539.0,1619204.0,412713.47944124625,0,13.0,8.0,18.0,1.8,2.0,126.0,142.0,5,3,5,0,1,14,8,24,2,0,32,34,34,2024-02-20,2026-03-20,2654743.0,583665.0,10.0,0.0,7.0,16.0,2.2751540041067764,0,M,A20,77,5.0,0.0,-0.0,5.0,5.0,195.2,15186.2444,39.04,44.14,77.79838319672132,0.0,0.4794520547945205,0.4794520547945205,18.71780821917808,1456.215216438356,1.0,2.0,2250.0,2.0,2.0,0.1917808219178082,215.75342465753425,1.0,10.245901639344263,3,"Кластер 3: несколько автомобилей, дорогой автопарк"
1e64bd7f2162b7219e352dac9c469239,1,1,2674666.0,2674666.0,2674666.0,2674666.0,0.0,0,8.0,8.0,8.0,2.0,2.0,148.0,148.0,0,0,0,0,0,0,0,1,0,0,1,1,1,2025-05-24,2025-05-24,2674666.0,0.0,0.0,0.0,0.0,1.0,1.0184804928131417,0,M,A40,24,6.0,0.0,-0.0,6.0,6.0,223.72,18028.5948,37.28666666666667,35.62,80.58553012694439,0.0,0.5753424657534246,0.5753424657534246,21.452602739726025,1728.7693643835614,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,"Кластер 2: новые автомобили, дорогой автопарк"
9ff300a58d6dcc5692c3f6a2534febca,1,1,2558750.0,2558750.0,2558750.0,2558750.0,0.0,0,3.0,3.0,3.0,1.5,1.5,115.0,115.0,0,0,0,0,0,0,1,0,0,0,1,1,1,2026-07-01,2026-07-01,2558750.0,0.0,0.0,0.0,0.0,1.0,0.0,1,M,A20,24,15.0,0.0,-0.0,15.0,15.0,331.2,20063.5724,22.08,20.62,60.578419082125606,0.0,1.4383561643835616,1.4383561643835616,31.75890410958904,1923.904202739726,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,"Кластер 2: новые автомобили, дорогой автопарк"
9bc9528e0c77ad4ff4d2a2c59d568fb4,1,1,1049286.0,1049286.0,1049286.0,1049286.0,0.0,0,13.0,13.0,13.0,1.6,1.6,117.0,117.0,0,0,1,1,1,3,4,4,1,4,8,9,13,2023-09-24,2023-09-24,1049286.0,0.0,0.0,0.0,3.0,8.0,2.6830937713894594,0,M,A20,24,8.0,0.0,-0.0,8.0,7.0,354.84000000000003,25379.077800000003,44.355000000000004,49.52,71.52259553601624,0.0,0.7671232876712328,0.6712328767123288,34.02575342465754,2433.6102,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"Кластер 1: возрастные автомобили, доступный автопарк"
b4d99327bcca77882445fd8144a73803,2,2,2406976.0,2406976.0,1233636.0,3580316.0,1659353.3412748473,0,12.0,4.0,20.0,2.0,2.0,157.5,158.0,1,0,1,1,0,3,39,22,12,23,61,73,96,2021-11-23,2025-12-31,4813952.0,2346680.0,16.0,0.0,1.5,30.5,4.517453798767967,0,F,A20,77,6.0,0.0,-0.0,6.0,6.0,289.28,19879.7057,48.21333333333333,53.504999999999995,68.72132777931417,0.0,0.5753424657534246,0.5753424657534246,27.739178082191778,1906.2731493150684,1.0,12.0,9750.0,3.0,11.0,1.1506849315068493,934.931506849315,1.0,41.482300884955755,3,"Кластер 3: несколько автомобилей, дорогой автопарк"
4418c386f81b48f468b1a8b9215d6e0a,1,1,2540043.0,2540043.0,2540043.0,2540043.0,0.0,0,8.0,8.0,8.0,2.0,2.0,220.0,220.0,0,0,0,0,0,0,0,1,0,0,1,1,1,2025-10-24,2025-10-24,2540043.0,0.0,0.0,0.0,0.0,1.0,0.5995893223819302,0,M,A20,77,8.0,0.0,-0.0,8.0,8.0,412.57,38356.971300000005,51.57125,55.42,92.97082022444677,0.0,0.7671232876712328,0.7671232876712328,39.561506849315066,3678.0657410958906,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,"Кластер 2: новые автомобили, дорогой автопарк"
6f81ae61e938576becfec18884fbd020,2,2,2356500.0,2356500.0,1723000.0,2990000.0,895904.2917633557,0,10.0,8.0,12.0,1.7,2.0,137.5,150.0,1,0,0,0,1,2,7,9,2,11,16,18,29,2023-02-05,2023-08-24,4713000.0,1267000.0,4.0,0.0,1.0,8.0,3.3155373032169746,0,M,A20,78,7.0,0.0,-0.0,7.0,7.0,356.95,28103.4718,50.99285714285714,61.17,78.73223644768174,0.0,0.6712328767123288,0.6712328767123288,34.22808219178082,2694.8534602739724,1.0,3.0,2250.0,1.0,3.0,0.2876712328767123,215.75342465753425,1.0,8.404538450763413,3,"Кластер 3: несколько автомобилей, дорогой автопарк"
9693dc3fea622b6e1c505f4397666e54,1,1,4200191.0,4200191.0,4200191.0,4200191.0,0.0,0,5.0,5.0,5.0,2.5,2.5,179.0,179.0,2,4,2,6,2,16,13,39,17,31,52,69,100,2022-03-30,2022-03-30,4200191.0,0.0,0.0,0.0,16.0,52.0,4.16974674880219,0,M,A20,77,4.0,0.0,-0.0,4.0,4.0,247.48000000000002,17419.2318,61.870000000000005,62.09,70.38642233715856,0.0,0.3835616438356164,0.3835616438356164,23.730958904109592,1670.337295890411,1.0,4.0,3000.0,1.0,4.0,0.3835616438356164,287.67123287671234,1.0,16.162922256343947,2,"Кластер 2: новые автомобили, дорогой автопарк"
b23fc8db5e4f5c87a7f3ec541414139a,1,1,2878333.0,2878333.0,2878333.0,2878333.0,0.0,0,8.0,8.0,8.0,2.0,2.0,231.0,231.0,3,4,1,0,3,11,30,19,28,22,49,77,99,2024-06-29,2024-06-29,2878333.0,0.0,0.0,0.0,11.0,49.0,1.919233401779603,0,M,A20,77,10.0,0.0,-0.0,10.0,10.0,313.99,29490.8518,31.399,27.015,93.92290136628554,0.0,0.958904109589041,0.958904109589041,30.108630136986303,2827.889898630137,1.0,12.0,10750.0,2.0,5.0,1.1506849315068493,1030.821917808219,1.0,38.21777763623045,2,"Кластер 2: новые автомобили, дорогой автопарк"
9fb998595e79993cada4c54746cc53ba,1,1,2795678.0,2795678.0,2795678.0,2795678.0,0.0,0,4.0,4.0,4.0,1.5,1.5,150.0,150.0,0,1,0,1,0,2,2,2,1,1,4,5,6,2024-05-26,2024-05-26,2795678.0,0.0,0.0,0.0,2.0,4.0,2.0123203285420943,0,F,A40,78,7.0,0.0,-0.0,7.0,7.0,199.0,13910.797999999999,28.428571428571427,29.66,69.90350753768844,0.0,0.6712328767123288,0.6712328767123288,19.08219178082192,1333.9121369863012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,"Кластер 2: новые автомобили, дорогой автопарк"
4618f1215f27c2fe163279fe69b64dba,2,1,2240000.0,2240000.0,2230000.0,2250000.0,14142.13562373095,0,1.5,1.0,2.0,1.5,1.5,150.0,150.0,1,4,0,0,0,5,15,10,6,0,25,31,31,2024-10-15,2025-08-17,4480000.0,20000.0,1.0,0.0,2.5,12.5,1.623545516769336,0,M,A20,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3750.0,1.0,5.0,0.4794520547945205,359.5890410958904,1.0,,3,"Кластер 3: несколько автомобилей, дорогой автопарк"
ea31abd07b98459b43b74cf8b213e3f0,1,1,2540000.0,2540000.0,2540000.0,2540000.0,0.0,0,7.0,7.0,7.0,1.6,1.6,150.0,150.0,0,3,0,2,2,7,1,25,5,17,26,31,48,2022-05-30,2022-05-30,2540000.0,0.0,0.0,0.0,7.0,26.0,4.002737850787132,0,M,A40,77,6.0,0.0,-0.0,6.0,6.0,141.98,10205.852299999999,23.66333333333333,22.965,71.88232356669953,0.0,0.5753424657534246,0.5753424657534246,13.614520547945204,978.6433712328766,1.0,1.0,750.0,1.0,1.0,0.0958904109589041,71.91780821917808,1.0,7.04324552753909,2,"Кластер 2: новые автомобили, дорогой автопарк"
a74736620d8017da74de3952a475765f,1,1,780070.0,780070.0,780070.0,780070.0,0.0,0,18.0,18.0,18.0,1.4,1.4,95.0,95.0,0,6,0,3,2,11,21,17,2,0,38,40,40,2025-01-16,2025-01-16,780070.0,0.0,0.0,0.0,11.0,38.0,1.3689253935660506,0,M,A20,63,10.0,0.0,-0.0,10.0,8.0,529.04,34604.4478,52.903999999999996,54.25,65.4098892333283,0.0,0.958904109589041,0.7671232876712328,50.729863013698626,3318.2347205479455,1.0,15.0,15750.0,3.0,7.0,1.4383561643835616,1510.2739726027396,1.0,28.353243611069107,1,"Кластер 1: возрастные автомобили, доступный автопарк"
d478196c01111287398ba8e7f93bfdd0,1,1,847667.0,847667.0,847667.0,847667.0,0.0,0,16.0,16.0,16.0,1.6,1.6,100.0,100.0,0,0,0,0,1,1,0,1,0,0,1,1,1,2025-04-08,2025-04-08,847667.0,0.0,0.0,0.0,1.0,1.0,1.1444216290212184,0,M,A40,74,6.0,0.0,-0.0,6.0,6.0,146.34,8865.4023,24.39,22.240000000000002,60.580854858548584,0.0,0.5753424657534246,0.5753424657534246,14.032602739726027,850.1070698630136,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"Кластер 1: возрастные автомобили, доступный автопарк"
7769244be79701147ec19cb76837a2a6,2,2,2906314.0,2906314.0,2845656.0,2966972.0,85783.3662664272,0,8.5,8.0,9.0,2.0,2.0,170.0,190.0,4,9,5,4,8,30,43,72,26,9,115,141,150,2022-07-06,2023-11-02,5812628.0,121316.0,1.0,0.0,15.0,57.5,3.9014373716632442,0,M,A20,50,11.0,0.0,-0.0,11.0,11.0,434.11,34063.7485,39.46454545454546,46.46,78.46801156388933,0.0,1.0547945205479452,1.0547945205479452,41.62698630136986,3266.3868424657535,1.0,3.0,3000.0,3.0,2.0,0.2876712328767123,287.67123287671234,1.0,6.910690838727511,3,"Кластер 3: несколько автомобилей, дорогой автопарк"
195fca3c72991da967286331019fd094,1,1,949167.0,949167.0,949167.0,949167.0,0.0,0,20.0,20.0,20.0,1.6,1.6,110.0,110.0,0,0,0,0,0,0,1,0,0,0,1,1,1,2026-06-11,2026-06-11,949167.0,0.0,0.0,0.0,0.0,1.0,0.0,1,M,A40,16,5.0,0.0,-0.0,5.0,5.0,227.33,15400.7999,45.466,49.74,67.74644745524128,0.0,0.4794520547945205,0.4794520547945205,21.79876712328767,1476.7890315068494,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"Кластер 1: возрастные автомобили, доступный автопарк"
cb587f3a366e416cace59132dce9a643,1,1,6072947.0,6072947.0,6072947.0,6072947.0,0.0,0,5.0,5.0,5.0,2.0,2.0,252.0,252.0,0,0,0,0,0,0,6,4,0,0,10,10,10,2025-09-20,2025-09-20,6072947.0,0.0,0.0,0.0,0.0,10.0,0.6926762491444216,0,M,A20,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,"Кластер 0: низкая топливная активность, один автомобиль"
